,3t3,42mgba,451lu,8305c,a204,a375,a549,abc1,acinar cell,"activated cd4-positive, alpha-beta t cell","activated cd8-positive, alpha-beta t cell",adipocyte of breast,adult endothelial progenitor cell,adventitial cell,ael,alpha-beta t cell,alternatively activated macrophage,alveolar macrophage,amacrine cell,ameloblast,amnion,aortic endothelial cell,aspc1,astrocyte,auditory hair cell,autonomic neuron,b cell,b-1a b cell,b-all,basal cell,basal cell of epidermis,basal cell of olfactory epithelium,basal cell of prostate epithelium,basal cell of urothelium,basal epithelial cell of tracheobronchial tree,basophil,basophil mast progenitor cell,basophil progenitor cell,bcc,bcpap,bergmann glial cell,bftc909,bicr16,bicr31,bipolar neuron,bj,bladder cell,bladder urothelial cell,blastocyst,blastoderm cell,blca,bone marrow cell,brain pericyte,brca,bronchial epithelial cell,bronchial smooth muscle cell,brown fat cell,brush border cell of the proximal tubule,brush cell,brush cell of epithelium proper of large intestine,bt474,bt483,c32,cajal-retzius cell,caki2,call,calu6,cama1,caov3,capillary endothelial cell,cardiac mesenchymal cell,cardiac mesenchyme,cardiac muscle cell,cardiac muscle myoblast,cardiac myoblast,cardiac neuron,cardioblast,cardiocyte,caudal ganglionic eminence derived gabaergic cortical interneuron,cck81,cd1c-positive myeloid dendritic cell,cd4-positive helper t cell,"cd4-positive, alpha-beta cytotoxic t cell","cd4-positive, alpha-beta memory t cell","cd4-positive, alpha-beta t cell","cd4-positive, cd25-positive, alpha-beta regulatory t cell","cd4-positive, cv25-positive, alpha-beta regulatory t cell","cd4-positive, cytotoxic t cell","cd8-alpha-beta-positive, alpha-beta intraepithelial t cell","cd8-positive, alpha-beta cytotoxic t cell","cd8-positive, alpha-beta memory t cell","cd8-positive, alpha-beta t cell","cd14-low, cd16-positive monocyte",cd14-positive monocyte,"cd14-positive, cd16-low monocyte","cd14-positive, cd16-positive monocyte","cd16-negative, cd56-bright natural killer cell, human","cd16-positive, cd56-dim natural killer cell, human",cd141-positive myeloid dendritic cell,cell,cell of skeletal muscle,"central memory cd4-positive, alpha-beta t cell","central memory cd8-positive, alpha-beta t cell",central nervous system macrophage,central nervous system neuron,cerebellar neuron,cerebral cortex endothelial cell,cerebral cortex gabaergic interneuron,cerebral cortex neuron,chla10,chol,cholangiocyte,cholinergic neuron,chondroblast,chondrocyte,choroid plexus epithelial cell,chromaffin cell,ciliated cell,ciliated cell of the bronchus,ciliated columnar cell of tracheobronchial tree,ciliated epithelial cell,class switched memory b cell,classical monocyte,cll,club cell,coad,coad-adenoma,colo680n,colon epithelial cell,common dendritic progenitor,common lymphoid progenitor,common myeloid progenitor,cone retinal bipolar cell,connective tissue cell,contractile cell,conventional dendritic cell,corneal epithelial cell,cortical cell of adrenal gland,cortical interneuron,cortical thymic epithelial cell,corticotroph,cumulus cell,cytotoxic t cell,dang,daoy,decidual cell,deiter's cell,dendritic cell,dental pulp cell,dermal condensate,detroit562,dn1 thymic pro-t cell,dn2 thymocyte,dn3 thymocyte,dn4 thymocyte,double negative t cell (dnt),double negative thymocyte,"double-positive, alpha-beta thymocyte",dropshilia,drosophila,drosphilia,drosphilia neuroblast tumor,duct epithelial cell,ductal cell of salivary gland,duodenum glandular cell,early embryonic cell (metazoa),early lymphoid progenitor,early t lineage precursor,ectodermal cell,efe184,"effector cd4-positive, alpha-beta t cell","effector cd8-positive, alpha-beta t cell","effector memory cd4-positive, alpha-beta t cell","effector memory cd8-positive, alpha-beta t cell",efm192a,ekvx,el4,embryonic cell (metazoa),embryonic fibroblast,embryonic hemocyte,embryonic stem cell,endocardial cell,endocardial cushion cell,endocrine cell,endodermal cell,endothelial,endothelial cell,endothelial cell of artery,endothelial cell of coronary artery,endothelial cell of hepatic sinusoid,endothelial cell of lymphatic vessel,endothelial cell of sinusoid,endothelial cell of vascular tree,enteric neuron,enterocyte,enterocyte of epithelium of large intestine,enteroendocrine cell,enucleate erythrocyte,eosinophil,ependymal cell,epiblast cell,epicardial adipocyte,epicardial cell,epidermal cell,epidermal ciliary cell,epidermoblast,epididymal clear cell,epididymis glandular cell,epididymis narrow epithelial cell,epididymis principle epithelial cell,epithelial cell,epithelial cell of amnion,epithelial cell of distal tubule,epithelial cell of large intestine,epithelial cell of lung,epithelial cell of pancreas,epithelial cell of parathyroid gland,epithelial cell of prostate,epithelial cell of proximal tubule,epithelial cell of stomach,epithelial cell of thymus,epithelial cell of urethra,epithelial cell of uterus,epithelial fate stem cell,epn,erythroblast,erythroblastic island macrophage,erythrocyte,erythroid lineage cell,erythroid progenitor cell,ews,excitatory neuron,exhausted t cell,external epithelial cell of tympanic membrane,extraembryonic ectodermal cell,extraembryonic endodermal cell,extraembryonic mesodermal cell,extravillous trophoblast,fast muscle cell,fat body cell,fat cell,fat stem cell,female germ cell,fenestrated cell,fetal cardiomyocyte,fetal hepatobiliary progenitor cell,fibroadipose progenitor cell,fibroblast,fibroblast of breast,fibroblast of cardiac tissue,fibroblast of choroid plexus,fibroblast of connective tissue of prostate,fibroblast of dermis,fibroblast of lung,fibroblast of the aortic adventitia,fibroblast of tunica adventitia of artery,fibrochondrocyte,fibrochondrocyte progenitor cell,follicular b cell,follicular cell of ovary,forebrain,foregut,foveolar cell of stomach,fraction a pre-pro b cell,ftc133,gabaergic neuron,gamma-delta t cell,ganglion interneuron,gbm,germ cell,germinal center b cell,glandular epithelial cell,glial cell,glomerular capillary endothelial cell,glomerular endothelial cell,glomerular visceral epithelial cell,glutamatergic neuron,goblet cell,gonadtroph,granule cell,granulocyte,granulocyte monocyte progenitor cell,granulocytopoietic cell,granulosa cell,group 1 innate lymphoid cell,group 2 innate lymphoid cell,group 3 innate lymphoid cell,growth plate cartilage chondrocyte,gut endothelial cell,h9,hair cell progenitor cell,hair follicle cell,hair follicular keratinocyte,hcc,hcc38,hcc366,hcc827,hcc1171,hcc1359,hcc1419,hcc1428,hcc2814,hcec-1ct,hct116,hec6,hec59,hec108,hek293,hek293t,hela,helper t cell,hematopoietic cell,hematopoietic multipotent progenitor cell,hematopoietic oligopotent progenitor cell,hematopoietic precursor cell,hematopoietic stem cell,hepatic stellate cell,hepatic stem cell,hepatocyte,hgsoc,hindbrain,hindgut,hippocampal granule cell,hippocampal neuron,hippocampal pyramidal neuron,hmc18,hmel,hnsc,hofbauer cell,hop62,hos,hs729,hs852t,hs939t,hs944t,ht55,ht1080,ht1197,ht1376,htmc,huh1,huh6,huh7,huvec,hypothalamic progenitor cell,ialm,iga plasma cell,iga plasmablast,igg memory b cell,igg plasma cell,igg plasmablast,igm plasma cell,igr1,igr37,igrov1,immature astrocyte,immature b cell,immature natural killer cell,immature nk t cell,immature t cell,inflammatory cell,inflammatory macrophage,inhibitory interneuron,inhibitory neuron,innate lymphoid cell,interfollicle cell,intermediate mesodermal cell,intermediate monocyte,interneuromast cell,interneuron,interstitial cell of cajal,interstitial cell of ovary,intestinal crypt stem cell,intestinal crypt stem cell of small intestine,intestinal enteroendocrine cell,intestinal epithelial cell,intestinal tuft cell,intestine goblet cell,ionocyte,j1,jhh7,jurkat,k562,kals1,keratinocyte,keratinocyte stem cell,kidney capillary endothelial cell,kidney collecting duct epithelial cell,kidney collecting duct intercalated cell,kidney collecting duct principal cell,kidney connecting tubule epithelial cell,kidney cortex artery cell,kidney cortex collecting duct principal cell,kidney distal convoluted tubule epithelial cell,kidney epithelial cell,kidney granular cell,kidney interstitial cell,kidney interstitial fibroblast,kidney loop of henle ascending limb epithelial cell,kidney loop of henle cortical thick ascending limb epithelial cell,kidney loop of henle descending limb epithelial cell,kidney loop of henle epithelial cell,kidney loop of henle medullary thick ascending limb epithelial cell,kidney loop of henle thick ascending limb epit...,kidney loop of henle thick ascending limb epithelial cell,kidney loop of henle thin ascending limb epithelial cell,kidney proximal convoluted tubule epithelial cell,kidney tubule cell,kns42,kpl1,kpnsi9s,kupffer cell,kyse180,kyse520,l2/3-6 intratelencephalic projecting glutamatergic cortical neuron,l1210,laml,lamp5 gabaergic cortical interneuron,langerhans cell,large intestine goblet cell,late pro-b cell,lateral mesodermal cell,lcml,leptomeningeal cell,leukocyte,leydig cell,lihc,lipfibroblast,lmsu,long term hematopoietic stem cell,luad,luminal cell of lactiferous duct,luminal cell of prostate epithelium,luminal epithelial cell,luminal epithelial cell of mammary gland,lung bud tip,lung ciliated cell,lung endothelial cell,lung goblet cell,lung macrophage,lung microvascular endothelial cell,lung neuroendocrine cell,lung secretory cell,lusc,luteal cell,lymph node stellate cell,lymphocyte,lymphoid lineage restricted progenitor cell,m398,m cell of gut,macroglial cell,macrophage,macrophage dendritic cell progenitor,macula densa epithelial cell,male germ cell,male germ line stem cell,male germ line stem cell (sensu vertebrata),malignant cell,mammary gland glandular cell,mammary stem cell,mammotroph,marginal zone b cell,mast cell,mature b cell,mature natural killer cell,mature nk t cell,mature t cell,mb,mc38,mcc,mcf7,mcf10a,mdamb231,mdamb436,mdapca2b,medium spiny neuron,medullary thymic epithelial cell,megakaryocyte,megakaryocyte progenitor cell,megakaryocyte-erythroid progenitor cell,meis2 cortical gabaergic interneuon,melanocyte,melanocyte stem cell,melanocyte stimulating hormone secreting cell,memory b cell,memory t cell,meningeal fibroblast,mero48a,mesangial cell,mesc,mesenchymal cell,mesenchymal stem cell,mesenchymal stem cell of adipose,mesenchymal stem cell of the bone marrow,mesodermal cell,mesodermal progenitor cell,mesothelial cell,metanephric mesenchyme stem cell,metanephric nephron tubule epithelial cell,mfe280,microcirculation associated smooth muscle cell,microglial cell,microvascular endothelial cell,middle ear epithelium,migratory cranial neural crest cell,mkn45,mm,monocyte,mononuclear cell,mononuclear cytotrophoblast cell,mononuclear phagocyte,msto211h,mucosal invariant t cell,mucosal invariant t cell (mait),mucus secreting cell,mueller cell,muller cell,multi-ciliated epithelial cell,mural cell,muscle cell,muscle fibroblast,muscle precursor cell,myelinating schwann cell,myeloblast,myeloid cell,myeloid dendritic cell,myeloid leukocyte,myeloid lineage restricted progenitor cell,myoblast,myoepithelial cell,myofibroblast,myofibroblast cell,myxliposarc,naive b cell,naive cd4+ t cell,naive cd8+ t cell,naive t cell,"naive thymus-derived cd4-positive, alpha-beta t cell","naive thymus-derived cd8-positive, alpha-beta t cell",nasal mucosa goblet cell,nasopharyngeal epithelial cell,natural killer cell,natural killer cell cell,ncih358,ncih446,ncih460,ncih522,ncih650,ncih838,ncih1048,ncih1435,ncih1568,ncih1792,ncih1944,ncih1975,ncih2087,ncih2110,ncih2126,ncih2170,ncih2228,ncih2347,ncih2444,ncih2452,nephron progenitor,nephron progenitor cell,net,neural cell,neural crest cell,neural progenitor cell,neural tube,neurecto-epithelial cell,neurectodermal cell,neuroblast (sensu nematoda and protostomia),neuroblast (sensu vertebrata),neuroendocrine cell,neuroepithelial stem cell,neuromesodermal progenitor cell,neuron,neuron associated cell,neuronal stem cell,neutrophil,neutrophil progenitor cell,non-classical monocyte,notochordal cell,npc,nucleate erythrocyte,nucleated thrombocyte,oe21,olfactory bulb tufted cell,olfactory epithelial cell,olfactory receptor cell,oligodendrocyte,oligodendrocyte precursor cell,oncodg1,oocyte,oogonia,oogonial cell,optic vesicle,osteoblast,osteocyte,ov,ovarian follicle cell,ovarian microvascular endothelial cell,ovarian surface epithelial cell,ovcar4,oviduct glandular cell,ovsaho,panc1,panc0203,panc0327,pancreatic a cell,pancreatic acinar cell,pancreatic d cell,pancreatic ductal cell,pancreatic endocrine cell,pancreatic epsilon cell,pancreatic pp cell,pancreatic stellate cell,paneth cell,paneth cell of epithelium of large intestine,paneth cell of epithelium of small intestine,paraxial cell,parietal epithelial cell,pc3,pdac,pecapj15,pecapj49,peptidergic neuron,pericyte cell,perineuronal satellite cell,peritubular myoid cell,perivascular macrophage,peyer's patch follicular dendritic cell,phagocyte,pharyngeal mesodermal cell,photoreceptor cell,photoreceptor precursor cell,pigment cell,pituitary gland cell,pk45h,pk59,placental villous trophoblast,placode cell,plasma cell,plasmablast,plasmacytoid dendritic cell,platelet,pluripotent stem cell,pneumocyte,podocyte,polar body,polydendrocyte,pp cell,prad,pre-conventional dendritic cell,pre-natural killer cell,preadipocyte,prechondroblast,precursor b cell,pregranulosa cell,preodontoblast,presomitic mesodermal cell,primary spermatocyte,primitive cardiac myocyte,primitive erythroid lineage cell,primordial germ cell,pro-b cell,pro-t cell,proerythroblast,professional antigen presenting cell,progenitor cell,progenitor cell of endocrine pancreas,promonocyte,prostate gland microvascular endothelial cell,pulmonary interstitial fibroblast,purkinje cell,pvalb gabaergic cortical interneuron,pyramidal neuron,radial glial cell,raw 264.7,rcc10rgb,regular atrial cardiac myocyte,regular ventricular cardiac myocyte,regulatory t cell,renal alpha-intercalated cell,renal beta-intercalated cell,renal intercalated cell,renal vesicle,rerflcai,respiratory basal cell,respiratory goblet cell,resting double-positive thymocyte,reticular cell,retina horizontal cell,retinal bipolar neuron,retinal cone cell,retinal ganglion cell,retinal pigment epithelial cell,retinal progenitor cell,retinal rod cell,rko,rod bipolar cell,rohon-beard neuron,rt4,s-shaped body,saccharomyces cerevisiae,scaber,scc,scc25,schmidtea mediterranea,schwann cell,schwann cell precursor,sebaceous gland cell,secretory cell,sensory hair cell,sensory neuron,sensory neuron of dorsal root ganglion,serotonergic neuron,serous cell of epithelium of bronchus,serous secreting cell,sertoli cell,set2,sh10tc,short term hematopoietic stem cell,skcm,skeletal muscle satellite cell,skeletal muscle satellite stem cell,skin fibroblast,skmel5,skmes1,sknas,slamf1-negative multipotent progenitor cell,slamf1-positive multipotent progenitor cell,slow muscle cell,small luteal cell,smooth muscle,smooth muscle cell,smooth muscle cell of prostate,smooth muscle cell of trachea,sncg gabaergic cortical interneuron,snu61,snu213,snu398,snu423,snu449,snu738,snu1077,snu1196,somatic cell,somatotroph,somitic mesoderm,sperm,spermatid,spermatocyte,spermatogonium,spinal cord interneuron,spiral ganglion neuron,splanchnic mesodermal cell,splenic red pulp macrophage,splenic red pulp macrophagec,spongiotrophoblast cell,squamous epithelial cell,sst gabaergic cortical interneuron,stad,stem cell,stem cell of epidermis,stem cell of gastric gland,stratified epithelial cell,strial intermediate cell,stromal cell,stromal cell of bone marrow,stromal cell of ovary,sum149pt,supporting cell of cochlea,suppressor macrophage,surface ectodermal cell,sw480,sw579,sw900,sw1783,sw1990,syncytiotrophoblast cell,synovial cell,t47d,t cell,t follicular helper cell,t-helper 1 cell,t-helper 2 cell,t-helper 17 cell,tanycyte,tc1 cell,tc17 cell,tccsup,te1,te6,te14,ten,tendon cell,theca cell,thp1,thymic macrophage,thymocyte,thyrotroph,tip cell,tissue-resident macrophage,tonsillar macrophage,tov112d,tracheal epithelial cell,tracheobronchial smooth muscle cell,transit amplifying cell of small intestine,transitional stage b cell,trophectodermal cell,trophoblast cell,trophoblast giant cell,type b pancreatic cell,type i pneumocyte,type ii cell of adrenal cortex,type ii pneumocyte,type-6 epithelial cell of thymus,unipolar neuron,unknown,unswitched memory b cell,upciscc131,ureteric bud,urothelial cell,uvm,uwb1289,valve cell,vasa recta ascending limb cell,vasa recta descending limb cell,vascular associated smooth muscle cell,vascular leptomeningeal cell,vein endothelial cell,ventricular cardiac muscle cell,vip gabaergic cortical interneuron,visual system neuron,vmrcrcz,white fat cell,xanthophore cell,yd38,yolk sac hematopoietic stem cell
0,PROKR1,LCE2A,UCN2,LCN1,CRH,CT45A1,XAGE1B,IGFL2,CELA2B,OR2A25,ZNF80,ADIPOQ,CRYGN,SCYGR10,IFIT1B,KRTAP9-1,VSIG4,INSYN2B,PRR35,PANX3,HAND1,RTP3,IGFBP1,NTSR2,KCNA10,PHOX2A,MS4A1,OOSP1,TCL1B,MRGPRX3,LCE1D,MMP10,KRTAP8-1,KRTAP3-2,SCGB3A2,TPSD1,CMA1,MS4A2,IL20,COLEC10,NTSR2,SPANXN5,LCE1F,CALML5,SMIM28,PGLYRP3,KRTAP1-4,UPK1A,DPRX,H1-8,CRCT1,TIFAB,GPR20,SCGB2A2,NPIPB7,FAM90A26,UCP1,GLYAT,OR51I2,LY6G6F,CALML5,MUCL1,KRT27,NHLH2,CST2,KRTAP12-4,FOXR1,ANKRD30A,SPINK6,SLC5A4,MYL7,TCF21,MYBPC3,CER1,TECRL,KCNA1,VAX1,MYL2,OLIG3,IGFL2,USP17L30,IL3,GZMH,OR4F5,ERFL,IZUMO1R,FOXP3,KRTAP5-1,KLRC2,H2AB3,KRTAP19-4,CD8B,LIPN,S100A12,RFPL4AL1,LILRA1,KIR2DL4,KIR2DL1,RFPL4AL1,AVP,STYXL2,TSPY1,CD8B,PNMA6F,NBPF6,OR2L13,BARHL2,NMS,GPR52,CENPVL3,CYP2C8,UGT2B28,CHAT,HOXD12,CHAD,PRR32,DBH,WFDC6,HOATZ,SEC14L3,OR2T33,DEFA1B,OR52K2,FCER2,ROS1,SEMG1,TAAR8,CALHM3,URAD,LILRA4,IFNA13,OR2AK2,GSG1L2,CCN4,CCL21,GPR31,MUC22,CYP21A2,HTR3A,DCD,TBX19,CNMD,KLRC4,OR4C6,PAGE5,SERTM2,CEACAM16,GPR31,RSPO4,ADAMTS20,IRX4,CCR8,MYL10,MYL10,IZUMO1R,KIR2DL3,GZMK,CD1B,SSX2,MIP,PSD,SPX,CCDC198,GRIN2C,OR51A7,PRAMEF25,CYP2C9,KRTAP4-12,KLF17,ASIP,CFHR4,KIR2DS4,GZMK,KIR3DL3,CLEC3A,CYP24A1,INSL5,PRAMEF9,LCE1F,RS1,MYMX,GPR182,TBX20,NEUROG3,MAGEB17,EPHX3,SLCO1C1,SLC5A4,C1QTNF9,CLEC4G,CCL21,CLEC4G,CCDC194,SMIM28,ENPP7,OR51D1,MLN,HBM,EPX,CRYGN,MRGPRX1,CHST4,LRRN4,KRT77,TAS2R42,NKX1-2,EDDM3B,DEFB129,SPINT4,LCN9,FDCSP,POU5F1B,OR4C3,NLRP6,UBE2L5,PTF1A,PTH,KRT2,DMRTC1,CYP11B2,TBATA,NLRP10,KRTAP22-2,TBX22,SPDYE8,OR2W3,SLFN14,ANKRD40CL,NXPE2,OR10Z1,LIPI,PNMA6F,KLRC4,CLDN22,ESX1,PLA2G12B,PLAC1,ISM2,CALML6,SOX14,ADIPOQ,ITLN1,TP53TG3B,CD300LG,WNT2,G6PC1,MYOC,MMP27,PRR33,TBX20,MXRA5,TGM4,OR14J1,SMIM41,IL12B,ADH1B,APCDD1L,CCL13,FCER2,NXF2,FOXD4,APELA,GKN1,IGLL1,TMEM233,PROP1,KIR3DL2,CHRNB3,HEPN1,KDM4F,H2BC17,SEMG2,NPVF,IL36B,SOST,NPHS2,OTP,RETNLB,FSHB,ZNF804B,DEFA1,H1-6,CD177,GSTA5,KIR2DL4,IL13,KLRF2,MATN1,PTCHD3,NANOGP8,OTOL1,KRT77,LIPM,CFHR5,MMP20,FAM9C,DEFB4B,TLX1,PASD1,HOXC12,KRT37,FOXE1,KRTAP1-5,FUT5,IGFN1,PYDC2,VSTM1,ALKAL1,OR11H2,PRAMEF26,IL3,P2RY12,IL12A,MPIG6B,CENPVL1,DYTN,GDF2,GNRH2,APOA5,RHEX,HES3,APELA,C1QL2,PROP1,NEUROD6,FAM9C,IGFL3,MAGEA9,GH1,CD70,FOXR1,LCE3D,IL24,UCN2,PAGE5,IGFL4,DHRS2,CLEC2A,PRR9,KRTAP2-2,RBMY1A1,CST4,TUBB8B,BMX,FAM181A,KRTAP4-8,TNFRSF17,F8A2,OR2T11,FCRL5,F8A2,H2BC8,PAEP,KRTAP19-1,IGFN1,HEPN1,FFAR1,DIPK1C,CD160,CCR9,KRTAP13-4,SIGLEC8,SLC6A5,PNMA6F,GPR31,POU2F3,TBXT,CD300E,OR13C8,GABRA6,NKX3-2,LORICRIN,TM4SF20,CTLA4,GNG14,ENPP7,HTR3E,MUC2,ASCL3,TRIM43B,UGT2B11,OR12D1,OR52J3,SPANXC,CLDN17,OCM2,CD300LG,KRTAP19-4,AQP6,AQP2,TRPV5,SOX17,IL36B,SLC12A3,SULT1C3,NCR1,IL36B,GGTLC3,BPY2C,TARM1,BPY2C,MCCD1,SLC9A3,SLC12A1,FRG2B,IL36B,SLC34A1,SLC22A13,EN1,SPTSSB,CLEC12B,CLEC4F,H1-1,LCE1F,OR14I1,NKX6-3,RNASE3,LAMP5,CD207,TPSG1,PRG3,WNT8A,LRRC70,OR4P4,TMEM275,HSD17B3,PRAMEF4,SIGLEC5,SIGLEC15,MPL,VCY,MRGPRX3,KLK3,BTN1A1,AMELX,SPDYE11,CFAP97D2,ANO2,DEFB131B,CCL18,CCL14,CA6,ADGRG7,DEFB103B,SOX14,BPIFA2,KRTAP4-11,BFSP2,OR10AG1,CCL23,MBD3L2,PPIAL4D,HAVCR1,TSHR,FABP9,FAM25G,PPP4R3C,PPIAL4E,CSN1S1,KRT71,POU1F1,TBXT,TPSAB1,MS4A1,NCR1,KLRC4,SFTPC,BARHL1,LUZP4,CCER2,NBPF4,LCE1B,RFPL4AL1,MAGEA4,KLK2,GPR6,KRTAP19-3,MPIG6B,DCANP1,OR2G3,FRMD7,DCT,KRTAP11-1,POMC,MS4A1,GPR15,SLC22A6,KRT34,PLA2G2E,KRTAP9-3,KRTAP1-1,MMP27,MRGPRG,NCR1,TBXT,NKX1-2,DAOA,H4C4,MMP26,WFDC11,MFRP,STYXL2,CA4,BPIFA1,UCMA,ONECUT3,TSPY4,OR5D14,CD300LD,SLC22A11,CD209,DIO2,NCR3,NCR3,CTXND2,MINDY4B,NPVF,CDC20B,HIGD1B,FOXD4L4,PTX4,FAM180B,COL20A1,KRTAP4-4,LCE2D,CD1A,S100A12,PPIAL4D,MYMK,CSF3,FBXL22,TRIM49C,HROB,FCER2,OR2AK2,CD8B,MS4A3,DEFA3,CD8B,SCGB1C1,CYP2F1,KLRF1,KIR2DS4,OR56A3,PAGE1,GLP2R,RFPL4B,MT1HL1,GAGE12G,HMX1,SFTA2,PSG8,CARD14,LCE3E,CT45A9,XAGE1A,KRTAP4-1,IGFL1,CLEC2L,SMIM43,IL37,ALPP,MYLK2,HOXD12,CLEC18B,MBD3L2B,KRTAP10-4,FOXD3,H2AC17,HES3,VWA7,ERAS,PROKR2,SP9,FAM237B,KRTAP21-1,HOXB1,GABRA6,BARX1,TAAR6,SPATA31A7,ELANE,LILRA1,FERD3L,SLURP2,GMCL2,GP5,KRT6C,FEZF1,OMP,FOXB2,OPALIN,GPR17,DEFB4A,NOBOX,RBMXL2,KRTAP10-8,DBX1,OSTN,AMBN,GAGE12F,GSTT4,CCL14,CLEC18C,IGFL1,BEST2,FLG,DLL3,NOX5,KRTAP4-1,CFC1B,PNLIP,REELD1,SMIM38,NPIPB8,GPR42,OR2T34,CELA2A,DEFA6,OTOP2,KRTAP5-1,OR6X1,AGRP,MSMP,KRTAP4-16,LGALS7B,SPANXB1,ALK,HIGD1B,KLK9,PROK1,CCL24,IL22RA2,TMEM235,FGF8,TMEM244,GALP,SLC45A2,MC3R,CD163L1,KRT3,SLC22A11,BHLHA9,LCE2B,TNFRSF17,IFNA6,SCGB1C2,KRTAP4-3,KRTAP5-2,NPHS2,SOX14,OLIG2,OR10W1,OR51E2,LILRA4,TSPO2,TMDD1,GDF5,HMHB1,CCDC182,KRTAP10-10,MSGN1,CT47B1,NKX2-6,KEL,SBK2,GMCL2,KIR3DL2,MMP8,GPR31,BSX,PAX4,RNASE3,TMEM252,GPR33,SKOR2,SSTR5,KCNJ4,CASP14,CLEC4D,SEC14L6,MYBPHL,YIPF7,FOXP3,SLC4A9,SLC4A9,DEFB125,CLEC18B,KRTAP2-3,DEFB131B,CYP2A13,RAG1,LBHD2,LCE5A,SMIM36,OPN1MW2,CHRNB3,RPE65,VSX2,RDH8,FUT5,SEBOX,DRGX,CST1,CLEC18B,PRY2,FAM83C,CLDN17,PTTG2,KRTAP6-1,MPZ,CDH19,KRT71,LACRT,KRTAP19-5,PIRT,MRGPRD,TPH2,HSFX3,PRH2,FATE1,SIGLEC12,SSX1,DCDC2C,OR2B3,MYF5,OR10AC1,UPK3BL2,LCE2A,TMEM244,TLX2,TREML2,MPO,STRIT1,CYP17A1,KRTAP8-1,RERGL,MT1A,PTH,KRT73,IGFL2,KRTAP4-1,TMPRSS15,KRTAP4-8,OXTR,SSX1,WNT2B,KLK6,VCY1B,GHRHR,CER1,SPEM2,ETDA,BIRC8,MAGEB4,FAM47A,LRRC30,OR13H1,ITGAD,CCR3,CEACAM3,TMPRSS11B,CORT,GAST,URAD,FAM25C,PGA5,CRNN,SMIM41,MRGPRG,IBSP,TNFRSF6B,PNLIPRP3,IL36G,CD209,BHLHA9,FUT5,APCDD1L,CALCA,CCL26,SLCO1B3,LGALS13,SPDYE5,H3C10,OR11H2,OR4C45,OR4C45,IL5,IL17A,GPR50,H2AC16,OR1D4,SPANXD,KRTAP3-1,FLG,STATH,CALCR,UTS2R,GASK1B,AZU1,CD300C,H2AC15,TSHB,OR6N1,FAM180B,IL22RA2,FAM9C,MDFIC2,OR2A14,SPACA5B,CLEC17A,ERVV-2,TRIM64B,CSHL1,G6PC2,GGTLC1,CYP11B1,SFTPA1,OBP2A,LMX1A,OR11H2,CLEC20A,KRT6C,PRR35,SNX31,HTN1,DHRS2,COLEC11,KRTAP5-3,OR2T10,OR2A12,OR6C65,SLC5A4,LRRC10,VIP,FOXN4,IGFN1,OTOP1,BCO1,PADI3,NCR2
