	b cell	cd4-positive, alpha-beta t cell	cd8-positive, alpha-beta t cell	conventional dendritic cell	monocyte	natural killer cell	plasmacytoid dendritic cell	platelet
0	0.202771666335446	0.3480059692955597	0.3394014524170771	0.06446595706282697	0.03993486618209371	0.0026255886269639533	0.001818816807805935	0.0009756832722265486
1	0.24850638171652067	0.010352003979399465	0.01000501103359418	0.17255344526034758	0.028105769867218588	0.007160792010780272	0.4226515067523033	0.10066508937983586
2	0.09404831170530757	0.24787658483557445	0.4760757244293537	0.00572985859858414	0.016509988486740977	0.009439937398049731	0.001426727612383114	0.14889286693400636
3	0.004873679072941245	0.0891304635299883	0.05098074030636417	0.08953501072901349	0.7412492508636083	0.00177963311783193	0.0015900262503097343	0.02086119612994288
4	0.19863315868569528	0.06206130089027829	0.050911106974445716	0.548432076739358	0.0143257289008217	0.0010884597828330833	0.12364102186651024	0.000907146160057746
5	0.001221625591464487	0.409148523683386	0.26657711072385826	0.0013027891354056252	0.03866043796655866	0.28164538909786146	0.0005787324207168936	0.0008653913807485276
6	0.023149678168157158	0.04108078350821971	0.02494559032338492	0.07506964002955444	0.24753671238588443	0.029482899580742634	0.5571382610943426	0.0015964349097139442
7	0.0019622590296748967	0.24677790251274495	0.11262805761936824	0.004119035878272302	0.07001815518487127	0.3245700958510303	0.0007967711323231621	0.2391277227917149
8	0.011464788711432883	0.042367243971889325	0.035175799829324984	0.5716589065472922	0.035233679811634194	0.006060162513925655	0.29588445060344276	0.0021549680110579186
9	0.05250017445528156	0.04167806371577545	0.028638052133260344	0.3987867829497483	0.05868636154016747	0.010805652362532382	0.40739853733546694	0.001506375507767509
10	0.008713268129301323	0.2081203738252815	0.3202827335093658	0.014585100688593219	0.009890722836854998	0.10941960252892784	0.2735292284521868	0.05545897002948842
11	0.09056453759854054	0.06916184377793841	0.04544346256464136	0.009453897541337198	0.0007205554213431413	0.04978061848009245	0.7339119193010727	0.0009631653150342591
12	0.0036099366340685297	0.1928055250044559	0.1503136501591913	0.6215789772645737	0.020199387163266407	0.007467974639151575	0.0025955395623259397	0.0014290095729665234
13	0.001767308256672728	0.47135820044252147	0.2672065045551253	0.0032318747839313903	0.0007323995169015653	0.25303032939596953	0.001590431882102568	0.001082951166775449
14	0.0014380750192399666	0.06152028709872755	0.059865642709406475	0.008082189992497251	0.46640621878828414	0.13047948754743244	0.0007854151081483472	0.2714226837362637
15	0.0034316085062842624	0.30315168037772694	0.5659214469610998	0.003757220567042948	0.027494818332335337	0.0050235203798302324	0.0008069296358028168	0.09041277523987766
16	0.0020761563269279613	0.40238628274437965	0.2582847322451413	0.007895759696487412	0.138945826127061	0.18780069063870203	0.0011548866614735614	0.0014556655598268239
17	0.0035779362739960918	0.00979556991565089	0.006855801714495215	0.08364001739477321	0.17589255939706913	0.20389410163597735	0.2955757544279351	0.22076825924010304
18	0.0016013569578158839	0.3680447281230991	0.511866587386235	0.003937119585611014	0.11154090032636563	0.0015538835173953712	0.0005965591620353937	0.000858864941442538
19	0.004214015651193313	0.3203398643312336	0.5620442840085663	0.003068641030903103	0.008883759338201456	0.0054513588174923445	0.09074034466339903	0.005257732159010799
20	0.0017237784239258105	0.08160160997613353	0.09370434570401467	0.00861311945139093	0.34243803758795216	0.38137646247160334	0.0009723132282376899	0.0895703331567419
21	0.001985153301377473	0.28387480188378766	0.2094946297671673	0.016115263208980896	0.31467255848541636	0.17123706428076688	0.00130031030616904	0.0013202187663344757
22	0.0013236997028461702	0.07481260911387538	0.07846348465516961	0.0033294522048944106	0.05964417952011384	0.6129561067239747	0.0007484637871446643	0.16872200429198111
23	0.4817074430936202	0.14944410845064723	0.14924273607007843	0.02040042246747713	0.1952663103643817	0.0012437601629045802	0.0017767241700114458	0.0009184952208790835
24	0.24044240162711067	0.4567490060383994	0.2867750772477861	0.009804868343429042	0.0017458367486763815	0.0024158449846784077	0.0009609768951644983	0.001105988114755346
25	0.002434539496420914	0.11681655677914515	0.1191881858168831	0.005817280909298083	0.1940147167617482	0.09689856025939855	0.0022662765840477626	0.46256388339305826
26	0.0030537195726516976	0.19028561007014014	0.12245647434452965	0.6083068783304121	0.01541595475841378	0.05630614551674177	0.003073947091632242	0.0011012703154785846
27	0.06575165763082037	0.22420484116225542	0.1440679207869237	0.06651620660828136	0.040206113738330926	0.17668186185685086	0.2809266853415368	0.0016447128750005353
28	0.0006261978574050893	0.36324113735941904	0.617127260556303	0.00021057412214990547	0.0002601724502906361	0.017486698661380556	0.0003699658820440003	0.0006779931110074436
29	0.00133233484512869	0.009800587425665492	0.0055768769687580145	0.0319296022963283	0.6572636753315836	0.034012019983606326	0.0010021903045816579	0.259082712844348
30	0.004214153953198262	0.004408469901007807	0.003412458730002189	0.5550930805946592	0.28558220196478123	0.0008441370941844618	0.12068440659367172	0.025761091168495055
31	0.47543616749261797	0.028486785555214552	0.025993370473634942	0.004888553063992017	0.03842263207500928	0.18736572527328393	0.0011935108274073157	0.23821325523884004
32	0.009683268370288265	0.13800251573044187	0.09469097000170122	0.21784842782661112	0.004664452497989316	0.05391324086353688	0.4799673891691227	0.0012297355403086431
33	0.0034665024491621864	0.4010409630603983	0.29354756835561785	0.2691401842879064	0.003633770435708689	0.008398375204639826	0.01952911630865982	0.0012435198979069096
34	0.0014259006333109253	0.18565318370371967	0.1844849414413872	0.0021690146625070145	0.0017097607230658546	0.6214432721829978	0.0006982103999326409	0.0024157162530790495
35	0.001981524467153586	0.14266696418115674	0.25378389178658856	0.006539697042225593	0.2789514440376526	0.09057212990986123	0.001060110269609192	0.2244442383057525
36	0.009450854308824913	0.17636790582966289	0.11135567830668595	0.044403430821062184	0.17319684328701346	0.1357225823264022	0.30502783766829034	0.04447486745205788
37	0.007863671179713459	0.465221363080218	0.3584611223366305	0.02342087408392602	0.0028540912147094737	0.04124825132756681	0.09947064306381082	0.001459983713424787
38	0.5799987753460197	0.011107622247878288	0.008874611458667898	0.20859461706167703	0.03642671644454377	0.0009018626191647605	0.15333982769100282	0.0007559671310455742
39	0.8950930546181359	0.027590608869594024	0.020634285823435572	0.0009056199760057474	0.0029663017162319372	0.0012521839024385545	0.0006952395893582671	0.050862705504799974
40	0.0005029992507754011	0.4041005890127508	0.5805683630564447	0.00018892259956554002	0.00023653134091787347	0.013596089461329407	0.0002744634321832926	0.0005320418460329425
41	0.003746788599410766	0.2653572019157773	0.1641375691406071	0.01718194146112074	0.3575964711107068	0.18882741319150464	0.0013850555397600724	0.0017675590411125209
42	0.0007411771290254752	0.002399179150335881	0.0015027284826837127	0.247421620830196	0.7107543876040542	0.00048790797451639465	0.027972448946168595	0.008720549883019785
43	0.011706654367164783	0.14739348525685672	0.09304602643783391	0.01274907524466888	0.007003419360173114	0.2573255699188682	0.4056830107642301	0.06509275865020432
44	0.13625075474673504	0.42513879124010967	0.3674522457060121	0.00098153746872492	0.0019094706091536975	0.05854240963476931	0.0008015961384910247	0.008923194456004226
