Mixture,monocyte,cd4_positive_alpha_beta_t_cell,cd8_positive_alpha_beta_t_cell,b_cell,conventional_dendritic_cell,natural_killer_cell,plasmacytoid_dendritic_cell,platelet,P-value,Correlation,RMSE
sample289,0.0337610512366342,0.469648182627809,0.0311630916984609,0.001500688763187,0,0.107703330722624,0.35448022625059,0.00174342870069517,0,0.854691539178019,0.744943345058979
sample290,0.0767156518607832,0.546477346173427,0.108157408315209,0.00174492759690192,0,0.256040909100529,0.0105990207823645,0.000264736170784901,0,0.827937389571737,0.75168519735239
sample291,0.119247530849071,0.132318508407829,0.00547170881403146,0,0.451379938813343,0.00845008954586441,0.165776310325842,0.11735591324402,0,0.843845972025787,0.570345552003156
sample292,0.0947338332673357,0.388428626107998,0.422951781565014,0,0.00345538649697213,0.00510621147972322,0.000640503979807905,0.0846836571031487,0,0.888276825226512,0.737111910456436
sample293,0.509227389552869,0.433985876726638,0.0358232971009565,0.00650527770398973,0,0.00217273840042932,0.0121873480162445,9.80724988730646e-05,0,0.799270011528138,0.610971772576741
sample294,0.0294223259472642,0.384829018116475,0.389338765209457,0.000351489484494473,0.0152646706221108,0.178666587292086,0.00208258325520703,4.45600729061177e-05,0,0.880498711723797,0.759529851504441
sample295,0.186826511636828,0.37854896122328,0.269912215523653,0,0.00917710981531691,0.0428213634426273,0.00651763984274878,0.106196198515545,0,0.825797875200957,0.713569460619559
sample296,0.119565270250368,0.53248395508354,0,0.321993914075565,0,0.000650366172814346,0.0156279762504164,0.00967851816729645,0,0.791207911020323,0.751755263267449
sample297,0,0.67418437784235,0.133291673868644,0.0206312976684324,0,0.168402310986134,0.00349033963443928,0,0,0.891236809210421,0.754458127994019
sample298,0.03687319973796,0.209176802779557,0.11532267524111,0.0145823238866251,0.340511250512946,0.13659869185411,0.146935055987691,0,0,0.767766750073608,0.708216256142845
sample299,0.0318904556307769,0.689934732057856,0,0.225894460587445,0.0306679559846707,0.00258600700592639,0.0189175654866234,0.000108823246701497,0,0.866566930166595,0.751028062969488
sample300,0.211060317473093,0.321144555212893,0.0350292669055513,0.00455683884191767,0.0103712145785795,0.00304429039578982,0.412305337987199,0.00248817860497739,0,0.789973486660849,0.705401696663452
sample301,0.296608259634086,0.373554174043765,0,0,0.222272337123395,0.00300469154215227,0.023739636959863,0.0808209006967384,0,0.814829899939182,0.617857798915559
sample302,0.00854322847746917,0.470708297155006,0.193692048893243,1.66029565033492e-05,0.00769663700728876,0.301604291140989,0.0177388943695011,0,0,0.847311417250876,0.73874796912442
sample303,0.0126607045306606,0.405817707557158,0.269483240031421,0.258138443243796,0.0135978373565251,0.0253936443834055,0.0148139252640976,9.44976329364479e-05,0,0.856002048836994,0.759218758659611
sample304,0.0206632063097589,0.648867744812469,0,0.000651745861727215,0,0.120602417563531,0.196416626325717,0.0127982591267975,0,0.886893518026716,0.760323864154843
sample305,0.0799901230634751,0.328718936077744,0.162987562079607,0.000497617723490623,0,0.0523461880780972,0.329335978093665,0.0461235948839211,0,0.843660157272675,0.747260295422332
sample306,0.103045655489883,0.121326472729789,0,0,0.439137158271529,0.0195729727078753,0.22696439584968,0.0899533449512441,0,0.858736515817584,0.56080353603326
sample307,0.0361872334637086,0.359762158273249,0,0.425739294853636,0.0187297499295223,0.0532961018877893,0.0189461196377995,0.0873393419542951,0,0.856782621709671,0.692488026582366
sample308,0.248553197501893,0.138994211872587,0.0846321981405062,0,0.327934392507719,0.0654044571014826,0.105095459252085,0.0293860836237265,0,0.80148989418154,0.621789663039228
sample309,0.00758253403825696,0.325609887218648,0,0.0712966295467374,0.0708863724212379,0.0157809373515553,0.507730372241549,0.00111326718201593,0,0.880404752650686,0.663370095490915
sample310,0.125449503247608,0.27177980135188,0.0339648037849172,0,0.536423232058027,0.0201083925583965,0.0122742669991718,0,0,0.816379423461362,0.599964594144704
sample311,0.121552611686212,0.156436403203018,0.0645105808316054,0.00128536676328918,0.41420463968809,0.00276410872133021,0.21412749224375,0.0251187968627053,0,0.813077045824136,0.619028781966821
sample312,0.0997518474102281,0.582580966537813,0.247340251076429,0.010117445671468,0.00366057895228469,0.00110087249398118,0.00445451073904433,0.0509935271187517,0,0.885331513628923,0.750971628178732
sample313,0.00899554235126779,0.276037528953873,0,0.501164856238312,0,0.0508779580135533,0.154374673291887,0.00854944115110778,0,0.854845643817659,0.674019466497076
sample314,0.302956799361979,0.336336301567309,0.211685113031649,0.0105494196876688,0,0.0434341365554045,0.00265883322241391,0.0923793965735766,0,0.796947866971269,0.682936405864149
sample315,0.00641787311072126,0.673827914168164,0.00710321666267814,0.0712137364116857,0.00956231439966081,0.223153294245724,0.00839454234086832,0.000327108660497751,0,0.862922649449143,0.751938662940389
sample316,0.0340291959352567,0.469256818893868,0.322244232901856,0.158618538818834,0,0.00753665410693681,0.00824285666041119,7.17026828367527e-05,0,0.878938078308869,0.767575892794905
sample317,0.203801573965265,0.158762290602857,0,0,0.115164037222142,0.0021925742025146,0.516493129917289,0.00358639408993269,0,0.847758708421805,0.610334217030715
sample318,0.0348368687664595,0.146181586868476,0,0.00220820616172825,0.721252617508118,0.00831802166501773,0.0681073366447761,0.0190953623854243,0,0.911977195303277,0.440979142185645
sample319,0.00297547976788198,0.436307794570468,0.220994928884182,3.46040159167963e-05,0.0179947181486354,0.321581344410445,0.000108728382109873,2.40182036021536e-06,0,0.849702286362655,0.7309137735166
sample320,0.377044747089003,0.483674650942249,0.0948826353684411,0,0.0314716581057913,0.00113130971650622,0.00660182723399064,0.00519317154401913,0,0.768569556617357,0.675814491280715
sample321,0.172462967778175,0.406957427426082,0.36021957669865,0.00134413208112282,0,0.0515216502507537,0.00739709275108457,9.71530141311278e-05,0,0.80880217388227,0.758253445519921
sample322,0.00791890402493773,0.637957083172066,0.0651440620129367,0.18046853691588,0,0.0162059137453774,0.0918121604972912,0.000493339631510841,0,0.868223415674417,0.762043355225993
sample323,0.0327830594699032,0.322203112437344,0,0.0252381242259137,0.16227534378648,0.00687097896320293,0.450629381117156,0,0,0.849487737709731,0.668036168740826
sample324,0.0806529103054705,0.591988475207031,0,0.0250194269590153,0.120492844040032,0.0969975043196356,0.0847537121286129,9.51270402022602e-05,0,0.815470962746799,0.75296156910876
sample325,0.0113966308129947,0.794871245623153,0.11794987793055,0.0139475301114482,0.0347560299210027,0.0180096662767162,0.00902093932273869,4.80800013970951e-05,0,0.912246921658051,0.75971504845118
sample326,0.0476533313398307,0.188808753777092,0,0.497402955117592,0.187237953471333,0.00769952417953278,0.0249261476213773,0.0462713344932428,0,0.858873429676146,0.629497815088001
sample327,0.0160995977011632,0.501160456435265,0.408673505922168,0.00116346309872219,0,0.0256016639417598,0.00185479610953879,0.0454465167913839,0,0.930061632752417,0.754208443720105
sample328,0.108717577059767,0.274122505166866,0.136538323521966,0.0513669237364895,0.044368857991758,0.221426461874697,0.078600901060198,0.084858449588258,0,0.824878054401615,0.723530509985502
sample329,0.0214990372813574,0.592129309100942,0.267815811484805,0.0048917868341304,0.0211074911109752,0.00165849969649185,0.0908530726409182,4.4991850379877e-05,0,0.903117021021792,0.768212326865642
sample330,0.46311602939737,0.325257589255239,0.110304642874678,0.00271240268687154,0,0.087400954007586,0.0109761467615867,0.000232235016669018,0,0.72496509886657,0.694334638301914
sample331,0.0641585222705226,0.751771037152716,0.000154827584856401,0.129857513865468,0,0.0477893025913929,0.00619194268666928,7.68538483746058e-05,0,0.874138800242191,0.762264132827947
sample332,0.0270841513357074,0.512926873365981,0.149195339515447,0.0373708556386401,0.118792359932219,0.0589712971162871,0.0942157370039695,0.00144338609174876,0,0.837556872623371,0.766277972253201
sample333,0.0257670506413764,0.567875339100808,0.0306522675229941,0.00792104266920293,0.0165365676119618,0.318410504786503,0.000113297775261857,0.0327239298918927,0,0.842793273192125,0.730825554433646
sample334,0,0.224287733934309,0.00512708510171978,0.297754264365157,0.444591929687948,0.0103591415200984,0.0177953271688273,8.45182219403814e-05,0,0.80026545724425,0.646230914499383
sample335,0.117334234828833,0.644032582575122,0,0.00232984543592493,0.0128173528840058,0.0148710195892182,0.155299542841856,0.0533154218450399,0,0.847249539995583,0.75070904532901
sample336,0.123558253752751,0.11418292532484,0,0.562321279170441,0.0147647612292362,0.00398565476471028,0.0503539267439289,0.130833199014092,0,0.853546186059318,0.619660169240922
sample337,0.517355372688798,0.346642921023537,0,0.0340339862842604,0.0100823657373453,0.0751809641985607,0.0164177605717182,0.000286629495779917,0,0.768574640708234,0.642325880806
sample338,0.10024862136025,0.436130544382327,0.153274171702538,0,0.0453108305492924,0.0841950785942375,0.0821573180016022,0.0986834354097529,0,0.842645149409837,0.733082179979737
sample339,0.152457897396156,0.727229413094083,0,0.0217494186483808,0.0633151453358427,0.00373843140601112,0.031164029823528,0.000345664295999019,0,0.797245615255467,0.752608230982758
sample340,0.00274045268540668,0.702815783796519,0.116535122641015,0.0324375738634784,0,0.139305265365826,0.00594098318714302,0.000224818460611765,0,0.895567969490366,0.758298909304681
sample341,0.0993262881766157,0.290279759853955,0.0434069353554123,0.217934418692086,0.11576606746061,0.0639007774611283,0.018846270604852,0.150539482395341,0,0.827581228412314,0.674309689224423
sample342,0.425291738336452,0.258160065619761,0.0625521738946762,0.000466901937781643,0.0310098794717054,0.119599773677154,0,0.10291946706247,0,0.76580965422711,0.655315607062295
sample343,0.545427390564992,0.109392601767986,0,0.00855491759878579,0.0681063515746692,0.00775737793331852,0.0459333117719959,0.214828048788253,0,0.911501558617557,0.417401130270976
sample344,0.112577777237037,0.4915596103568,0,0.0752382957187269,0.035913310991012,0.150375169537538,0.00420469107152921,0.130131145087358,0,0.835041856575791,0.704232154315308
sample345,0.308953526504484,0.268375777052385,0,0.00962580126009241,0.291043531773799,0.00644267286623473,0.00462956863171891,0.110929121911285,0,0.856613046532834,0.546556767241498
sample346,0.0124025651602136,0.370106695457261,0.23269565015499,0.003553822409843,0,0.185925453279323,0.195001151618804,0.000314661919564915,0,0.849407094810168,0.765222724829925
sample347,0.116031037616681,0.224494566901115,0.125959101174616,0.220197970349135,0.0571189178203858,0.144873121111902,0.0141772998582007,0.0971479851679653,0,0.802146587759805,0.724018229112299
sample348,0.231389929565163,0.531387200892755,0,0.0582738794126462,0.00802076569261127,0.0712441958445946,0.0991384085078604,0.000545620084370071,0,0.758820958505493,0.743778947937054
sample349,0.15236346289429,0.257291964265019,0.120830544285878,0.00273928300369097,0.442719795596459,0.0156842123399815,0.00834077860534349,2.99590093380599e-05,0,0.810000492600132,0.622934950903428
sample350,0.0886463988302235,0.185260622391615,0.0602325036372894,0.00304475523337089,0.216919363799184,0.128599966355339,0.216173474261406,0.101122915491571,0,0.813340035574052,0.678160564106901
sample351,0.006497436508402,0.378238248412455,0.563777723863698,0.00142923817797916,0,0,0.0500573530374657,0,0,0.908711195073574,0.770765999968235
sample352,0.396126164124652,0.23484800162283,0,0.0372626698490143,0.307942413491696,0.0109659636003774,0.0124625505642712,0.000392236747159862,0,0.824406993176529,0.568897624407294
sample353,0.507972368473428,0.163883275641649,0,0,0.282746054021057,0.00182355430499231,0.0125662406252963,0.0310085069335782,0,0.919840836751049,0.394701269360896
sample354,0.17283505363134,0.30171576127601,0,0,0.22498542844195,0.00517040374493916,0.292136541517951,0.00315681138781018,0,0.79960563683023,0.662308524454565
sample355,0.104973630080126,0.46538181280268,0.231499565062563,0.00213111478539825,0.0164496382835063,0.171830363829095,0.00737840181987126,0.000355473336760686,0,0.83500066377637,0.758854777818036
sample356,0.396230689420809,0.408056752188359,0.00195128092508717,0.00277205606287947,0,0.0293513593467631,0.16105605564233,0.000581806413773067,0,0.732739794375272,0.699609412574635
sample357,0.0190622459215957,0.754834405720201,0,0.00233369379358715,0.076949072975741,0.132786489535051,0.0134623866427958,0.000571705411027895,0,0.873329482354624,0.760716869697466
sample358,0.0618176789447962,0.244014513306588,0.161322906911636,0.178899541636424,0.302469914065633,0.00498034636489944,0.0115557409619539,0.0349393578080693,0,0.777886546815308,0.70828753953357
sample359,0.0126367194884562,0.596488679373407,0.330069191576525,0.0448270881859791,0,0.0101977507435369,0.00570176225662489,7.88083754706916e-05,0,0.918183289182213,0.761323223830209
sample360,0.00901162485707287,0.540744653708859,0.277108645275906,0.046770479532999,0.0318786282930316,0,0.093873800415581,0.000612167916550328,0,0.893156018601974,0.769531285273527
sample361,0.257287976706045,0.469271110465262,0.0963222281234115,0.00257803100105145,0,0.063242511789826,0.111015842621726,0.000282299292677665,0,0.76037291150217,0.735737232407603
sample362,0.018864450452467,0.160242746312739,0,0.79204479615407,0.00474309797034144,0.0153237433386501,0.00522505461261873,0.00355611115911425,0,0.825499314160036,0.635025964332739
sample363,0.0197142722594836,0.62387457799866,0.274929692280528,0.001943307005204,0,0.0767144100779219,0.00265192723406468,0.000171813144137624,0,0.921249083386582,0.757814203336497
sample364,0.0773198251797867,0.373373658182361,0.136763406407276,0.0295642149817383,0.00299182956473666,0.175946304906558,0.120314046936405,0.0837267138411389,0,0.846265179721856,0.740240380419959
sample365,0.230383778533973,0.304829116949972,0.0871318220458799,0,0.115404120158056,0.114095456315956,0.00536480042199712,0.142790905574166,0,0.831133752280694,0.639427505545065
sample366,0.0348240286517608,0.457294608373284,0,0.473659376421128,0.00715529539380516,0.0181460371971297,0.00873938525824371,0.000181268704649009,0,0.818776136966486,0.720324747627144
sample367,0.0527117539163176,0.655359497735546,0.220217229348653,0.00229659604459984,0,0.0374527342457139,0.0313066492176788,0.000655539491491072,0,0.912073625419685,0.760924376432446
sample368,0.237127947774806,0.390375388090989,0.218323594374952,0.000162297622562058,0.0158393355271336,0.0610862996691051,0.00763472729757389,0.0694504096428785,0,0.785565204559502,0.724009506891024
sample369,0.0414582478953833,0.404845985849256,0.2536775903676,0,0.158195328784192,0.109977159650902,0.0316538614355322,0.000191826017133517,0,0.825111767968425,0.759994144636869
sample370,0.0868000466283841,0.328384529171531,0,0.228216384525524,0.169586316811451,0.024655694537108,0.0799305798125404,0.0824264485134616,0,0.85109972149384,0.673268208629348
sample371,0.101131180565681,0.689875193136308,0.0436919009877964,0.00178242810538558,0.0107816980300614,0.0308112705338994,0.0310616470784168,0.090864681562452,0,0.873051125260506,0.732413936313126
sample372,0,0.0946613925882426,0,0.358540557045906,0.316660800420155,0.0116345873245548,0.218502662621142,0,0,0.86846569182077,0.585241295376215
sample373,0.0062445907567779,0.791078017408945,0.0564515136941395,0,0.0721425852284836,0.0642006803626957,0.00971653520780049,0.000166077341158216,0,0.893275143698905,0.76320423152066
sample374,0.0471810422392039,0.47592678793571,0.283333208276262,0.0131879792509768,0.00474408385247323,0.131396085263561,0,0.0442308131818126,0,0.890794955344837,0.757523753577235
sample375,0.0961359327054583,0.329656734078647,0,0.0891517364496175,0.42400520341565,0.00122953820359421,0.0388700317990727,0.020950823347961,0,0.786219734203159,0.658506488999969
sample376,0.0103936741754197,0.707784766498342,0.0429234331404863,0.00549796666857594,0,0.157300708668036,0.0757880794744143,0.000311371374726558,0,0.882284126788969,0.761905896777522
sample377,0.012651726985349,0.369634718503914,0.159494392741006,0.0519909753377029,0,0.404221537045596,0.00200664938643182,0,0,0.848051902637348,0.702841090601779
sample378,0.0190660066716124,0.433549163166506,0.125884864460526,0.0127839348553316,0.135045268439434,0.0264955936885779,0.246513566305472,0.000661602412539721,0,0.82366339962906,0.748860285104595
sample379,0.607530214498988,0.160369536260508,0,0.00176611674496008,0.153689155177356,0.0603556549901198,0.0140217745489306,0.00226754777913837,0,0.83838047195737,0.549527905960546
sample380,0.00634244647573256,0.356703267201078,0.426379860708669,0.0230487997109479,0,0.14322761330314,0.0439994266236179,0.000298585976814668,0,0.877279023782849,0.771599276184721
sample381,0.459735542703919,0.296545641809004,0.0942374739103287,0,0,0.0854917475993042,0.00387875400448873,0.0601108399729556,0,0.819265414766412,0.600544478369531
sample382,0.540548715471708,0.251431210257817,0,0.0146968067035212,0.0887212360538776,0.0200401523525519,0.00848118381254994,0.0760806953479749,0,0.825312149556891,0.565684599482452
sample383,0.0028090528400011,0.445692962522575,0.395173323866852,0.00292993796430107,0,0.139567703292384,0.0135654636664254,0.000261555847461863,0,0.891460254068075,0.76415330962048
sample384,0.0728212240024966,0.422201196695663,0.0140571657240737,0.0017699810966255,0,0.132122132536019,0.356299172353131,0.000729127591991033,0,0.831205998250366,0.742779664262835
sample385,0.025658133538019,0.358220902406792,0,0.00832905312723385,0.105724769556928,0.040598234841924,0.460882852596313,0.000586053932790023,0,0.847174308437124,0.692535207318594
sample386,0.00472245198408547,0.684611714068223,0.236616938134777,0,0,0.0542367252770806,0.0196533555618005,0.000158814974033405,0,0.916632865028281,0.760735801665761
sample387,0.0737451801778955,0.524616985080471,0.294185059704514,0.0020504365550875,0,0.0375990453397727,0.0677280482746836,7.524486757577e-05,0,0.879835920401135,0.770688162234593
sample388,0.0104998900550321,0.415192776930708,0.0810773942018135,0.155884433076478,0,0.163899333719737,0.173106324844578,0.000339847171652922,0,0.843702829914537,0.755232488754204
sample389,0.31092175954468,0.144533590546328,0,0.00243939233103524,0.212367422469609,0.0153563166666964,0.170319951079757,0.144061567361894,0,0.834659436218544,0.575146270656979
sample390,0,0.236069993878495,0,0.0275624148216727,0.360804559878722,0.00177145323819933,0.373062541546621,0.000729036636290666,0,0.848565302443544,0.616265870595509
sample391,0.172374318765541,0.255212983847619,0.16005319858758,0.0467997235770795,0.0157379881284683,0.00483903900612839,0.20968444917534,0.135298298912245,0,0.821215218391921,0.691685060529913
sample392,0.0488325083252249,0.290645701724004,0.565218223224171,0.00141948848658284,0,0.0600979385394496,0.0322652915087808,0.00152084819178644,0,0.903895746705523,0.770501931753674
sample393,0.0104377037924572,0.525768459750389,0.0927069012575005,0.0302205517999114,0.150201885317938,0.171955836804357,0.0182056443319079,0.000503016945538789,0,0.830985060837949,0.757500493527425
sample394,0.0536563876111885,0.298781009561305,0.389564265816092,0.0253243272908743,0.0329452852792978,0.157364737548225,0.00606173416972099,0.0363022527232954,0,0.867507312628225,0.762014329571912
sample395,0.0270326868045004,0.430232725343875,0,0.00116623131116053,0,0.0189752713906493,0.512832178710145,0.00976090643966931,0,0.849402328984031,0.712818139122558
sample396,0.0355127539115613,0.679155455743286,0.167539923626636,0.0118669291217816,0,0.0749479365105877,0.00310818139615738,0.0278688196899894,0,0.913818224323798,0.758821916796662
sample397,0.14119712684919,0.450149190106295,0.0773859614331414,0.00790141954524904,0.0257077690468481,0.00717580954930672,0.13528947663912,0.15519324683085,0,0.863655754825184,0.668396924181579
sample398,0.0221032887024007,0.687565717396241,0,0.215198200839718,0.0137384224660316,0.00474580150226819,0.0081284434018892,0.0485201256914517,0,0.875899371776405,0.75004763889785
sample399,0.00939801035154828,0.621047646618069,0,0.00985757263703587,0,0.158298039164471,0.198073036725206,0.00332569450366999,0,0.862492920740116,0.762490054228286
sample400,0.143361106806263,0.291871484396267,0.0199076109216461,0.00344342187567874,0.0385186620492474,0.129331532725031,0.204840493985056,0.168725687240811,0,0.828081845398965,0.665772687191938
sample401,0.32612912995133,0.104747951869482,0,0.137268466160361,0.349992692469954,0.000982322822605725,0.0796321418236249,0.00124729490264326,0,0.867157072975994,0.511490782772764
sample402,0.535461747680491,0.112693664021239,0,0.210814882935472,0.00261466132478916,0.00430282614908359,0.0244389157191025,0.109673302169823,0,0.858141528857678,0.522285688780657
sample403,0.00509071438300089,0.552748256272508,0.248806367657962,0.0984404829666946,0,0.0916443276360878,0.00312895293326834,0.000140898150478833,0,0.891542844271644,0.7665666001508
sample404,0.268809611205991,0.411065466917169,0,0.000659345421795638,0.0144998581587455,0.0243522378421924,0.280040185952,0.000573294502105919,0,0.744061156726608,0.725439087503988
sample405,0.0780625714357828,0.578826148542177,0.326656995463086,0,0,0.0145426440828919,0.00188229482096596,2.93456550960171e-05,0,0.890682519095693,0.762379639588141
sample406,0.215933266305238,0.108867578626872,0.20970990399967,0,0.411533633971353,0.0134070195569185,0.0405485975399485,0,0,0.799369606153631,0.620573312983213
sample407,0.335603938343872,0.130866126122149,0.0228032326367896,0.00359644296581501,0.353645138847457,0.0828797560307196,0.0123973619291788,0.0582080031240198,0,0.853593508680142,0.533839264943495
sample408,0.00401210417159837,0.856095887021575,0,0.00537283359628234,0,0.106416802463806,0.0277712264731754,0.000331146273562377,0,0.907648467771249,0.756820953220986
sample409,0.0209166600440348,0.257726132574965,0.178332935833888,0.0654054243673887,0,0.220366361239036,0.240626098848829,0.0166263870918583,0,0.845526354180429,0.745640762177857
sample410,0.0606410227094709,0.62416366321654,0,0.0670411359861868,0.20619146926631,0.0203145957452697,0.0212384314680627,0.00040968160815943,0,0.799717193353496,0.743356409159911
sample411,0.0248957012242753,0.87117906923944,0.09135156379889,0.00209978302690473,0.00521527437803031,0.000127484020669309,0.00507490917465311,5.62151371371908e-05,0,0.927143538368316,0.751204404382538
sample412,0.510384826692095,0.122581471156017,0.06470850709202,0.00415410557063326,0.142824467936722,0.096689859052287,0.0105186590898362,0.0481381034103899,0,0.866902669834853,0.504780499084658
sample413,0.0140407275182974,0.419952472372762,0,0.493506092436485,0,0.0642373209606474,0.00352823870825364,0.00473514800355523,0,0.83114600841081,0.711948511957846
sample414,0.219627162819941,0.200941843017044,0.0796813463872981,0,0.366899974562941,0.107915337486791,0.0249343357259854,0,0,0.796729271219722,0.630267990113805
sample415,0.0105319416561144,0.388906594037986,0.477672866257698,0.00218622260313662,0,0.0255147568237027,0.0939502207947309,0.00123739782663174,0,0.90296319266148,0.774595756524122
sample416,0.101734666566015,0.480601266778721,0.115957055183006,0,0.0337400137739951,0.134522155104365,0.033953393986381,0.0994914486075172,0,0.83800311173001,0.731966119918346
sample417,0.151229993719233,0.33476368225741,0,0.0196936829078255,0.268871878290808,0.0782764180369749,0.0432579175822939,0.103906427205455,0,0.81099482005707,0.657650431198497
sample418,0.0118240598434291,0.784259577394521,0,0.161138110837087,0,0.0348604211601966,0.00785219244200625,6.5638322759565e-05,0,0.897335610612798,0.755902112847499
sample419,0.114533832354463,0.482304612911463,0.173815850184765,0.00125765142668272,0.194272005359651,0.0167507868223873,0.0169457476691158,0.000119513271472212,0,0.778670468030893,0.742876309824934
sample420,0.0968597873735705,0.61374180990927,0.0658561181306774,0.0186934476969704,0,0.197251081493052,0.00741544172574181,0.00018231367071844,0,0.833035585735913,0.757589521033946
sample421,0.0100263326658457,0.594026407924933,0.27511723259215,0.00218128216371407,0,0,0.118648744653357,0,0,0.896761304725766,0.7718060474194
sample422,0.0955212241188599,0.3650509762192,0.00793983542859417,0.207537874144,0.141653712695403,0.134464025885641,0.0473359371645196,0.000496414343781349,0,0.774363069572688,0.738825647132943
sample423,0.0963032697917038,0.536106938857923,0.122357618827761,0,0.00365398745218045,0.217285058208059,0.000770258009395741,0.0235228688529766,0,0.838252336828491,0.751045094419557
sample424,0.0200443698125824,0.198898717544019,0.110485799623371,0.0845489141170763,0,0.0521757895175959,0.533814037288321,3.23720970339709e-05,0,0.850876072136467,0.690698429904804
sample425,0.167125240009441,0.0794034826862381,0.0450875285744299,0,0.272698802821396,0.000589547663901197,0.433846497014812,0.0012489012297822,0,0.83445305628674,0.597723140151869
sample426,0.00883415130604422,0.437031236318159,0.342450758196991,0.00491257470977688,0,0.179264313900335,0.026929619012994,0.000577346555700625,0,0.889470365452283,0.757719878150578
sample427,0.0555630789570223,0.526969870254694,0.149246297233302,0.0654987984117041,0.00114505518487825,0.0769942568416002,0.0108565778065877,0.113726065310212,0,0.860612741579535,0.732151506114326
sample428,0.0127437780912843,0.683121105075423,0,0.0651664248260813,0.00875091459320246,0.188849984548136,0.0135876479243519,0.0277801449415205,0,0.885947496543871,0.750730993155694
sample429,0.071175161429941,0.628711233815357,0.0747316467870041,0,0.0637776012636616,0.070891359383543,0.0129909287906558,0.0777220685298378,0,0.861848713899966,0.744182155837015
sample430,0.0214232420423848,0.32528423406926,0.0933753805427637,0.0307521108812652,0,0.186394415686233,0.337049193240381,0.00572142353771234,0,0.847313170195515,0.737721273043842
sample431,0.453311488235579,0.0641162934814309,0.0102592913644725,0,0.437261019133972,0.00354016783267122,0.031258488542263,0.000253251409611075,0,0.913669960271004,0.406820628546507
sample432,0.0255169483264436,0.503655107024316,0.0968297008929379,0.0499642067592601,0,0.141743515371543,0.181965273022308,0.000325248603191788,0,0.864681003505041,0.763198672220542
sample433,0.275350337297355,0.210144822460113,0.0572652749924443,0,0.364622530367727,0.00172497272710054,0.0908920621552595,0,0,0.801924062482467,0.609264744705245
sample434,0.279728411722052,0.246337921089355,0.001406997518577,0.000112026726691668,0.0445135707338153,0.108170294871339,0.226278252770838,0.0934525245673319,0,0.774968682130596,0.684426823979193
sample435,0.194884091641175,0.73976191468396,0.016168529643417,0,0.019392168210419,0.0185395889864369,0.0110941475775519,0.000159559257039883,0,0.798080427707171,0.743708812622263
