Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
sample10,0,0.0815584850235673,0.0670487100325767,0.406227424820502,0.202167468553816,0,0.0326733234456194,0,0.00607653080018343,0,0,0.0403861257502562,0.0635668779623487,0,0,0.0669129422073224,0,0.00435585603209152,0.0288228161155168,0,0.000203439256199903,0,0,0.711024628437784,0.715250455497009
sample11,0,0.240625565129704,0.14259327025067,0.145829334962615,0,0.13865099771975,0.00110671280796998,0,0,0.0964900700527519,0,0.0918194195881167,0,0,0,0.113694376085976,0,0.012032591539395,0.0171576618630512,0,0,0,0,0.618279212920105,0.787673902320826
sample12,0,0.0386024321370677,0,0.23091834208863,0.0557047277931419,0,0,0,0.0304100594926323,0,0.000257845747718142,0.0587045731882847,0.213772513084293,0,0.000765242724116294,0.15591345309779,0.15081969181547,0,0.0500056002902562,0,0.0141255185405992,0,0,0.535189474358388,0.851009260501663
sample13,0,0.018493088217625,0.0177861566292299,0.50867497597073,0.0255618175382214,0.14187449168678,0.0455951873628781,0,0.0246454401275619,0,0.0702482851662128,0.051565256251271,0.0354042551111764,0,0,0.0375412088387374,0.00250735670582868,0,0.020102480393747,0,0,0,0,0.772316230437666,0.640428156541141
sample14,0,0.00973934899644111,0,0.370750284353927,0,0,0.000777749724771739,0,0.0120734281881318,0,0.0167881552133593,0.0298827242064813,0.459360646249509,0,0,0.023337017007997,0,0.042442627527887,0.0348480185314953,0,0,0,0,0.586159429385303,0.810162001871779
sample15,0,0.0451124307307376,0,0.334031235545942,0.407279304982871,0,0,0,0.0471839425032257,0,0,0.025006459774045,0.101513133670535,0,0,0.0139543042096472,0,0.0115842782119979,0.0143349103709986,0,0,0,0,0.710157676958555,0.704552360936286
sample16,0,0,0,0.297620750840718,0,0.487509461758906,0,0,0,0,0,0.0513678538805602,0.11597936689067,0,0,0.0170785242033889,0,0,0.0304440424257575,0,0,0,0,0.767615891268596,0.647730816400349
sample17,0,0.0539333579794171,0.0421585749094002,0.332599066300763,0,0,0.0376815646620053,0,0.0102114064317059,0,0.0887488282567944,0.0483647019466658,0.18775472272734,0,0,0.151061990828166,0,0.00358170900904157,0.0439040769487008,0,0,0,0,0.54177889887838,0.841193829459458
sample18,0,0.0132132976238709,0,0.337560736181401,0.346194421939336,0,0,0,0.0468110034749204,0,0,0.0230514251836183,0.174372097013369,0,0,0.0222027883840782,0,0.022430073872578,0.0141641563268281,0,0,0,0,0.70953592789934,0.708999307784648
sample19,0,0.0424932331517652,0.0405436964656605,0.333289178129361,0.381636516056759,0,0.00587056532759786,0,0.0514901070965578,0,0,0.019889552183542,0.0627063306039333,0,0,0.0394801295528205,0,0.00912576398750518,0.0117767644097612,0,0.00169816303473687,0,0,0.740018464005011,0.678352786734232
sample20,0,0.00712615717390663,0,0.500503641676673,0,0,0,0,0.0464505984835066,0,0.0523581406429801,0.0427952687155677,0.263108024149607,0,0,0.0507408629684843,0,0.0192407749068305,0.0176765312824439,0,0,0,0,0.669270648154212,0.747104978722074
sample21,0,0.00206477559317736,0.00187313480176674,0.168839350329058,0,0.451180474519745,0,0,0,0.0282989826103028,0,0.0654592785315509,0.183115872849176,0,0,0.0353334086639909,0.0171132359431871,0.0180753191595981,0.0234045657128133,0,0.00524160128563481,0,0,0.674601821507833,0.743451289441397
sample22,0.00436960464088571,0,0,0.594009664812597,0,0,0,0.023033110648938,0.0665106765875838,0,0.019463726166761,0.112462938272455,0.0859423650475767,0.0230708493039947,0.00286251159238649,0.0223034172590996,0.0049707588163867,0,0.0410003768513358,0,0,0,0,0.553134916589439,0.845028485654412
sample23,0.17363425174144,0.171238894501649,0.0161892295093561,0.100666104188065,0.133875765732807,0,0.00503859152935061,0,0.0112089441362752,0,0,0.00332499469683962,0.285202113340758,0,0,0.0452969223556592,0,0.0366303322121341,0.0176938560556674,0,0,0,0,0.704157564907435,0.733511742885138
sample24,0.0858764831209366,0.150743404666555,0.026937950026016,0.0763831673721548,0.219742397599303,0.2828705646859,0,0,0.0428409514065431,0,0,0.0179124271360723,0.0459067791279998,0,0,0,0.0304412570853203,0.0107620851475035,0.00566307115141561,0,0.00391946147427958,0,0,0.690922407594649,0.728187324766248
sample25,0,0.0568139616527193,0.0221312865504199,0.331968074349986,0.0909431547781985,0.0589548616607942,0.00107402665667544,0,0,0.0177725842680021,0,0.045969215648602,0.235431782655851,0,0,0.0816935453585296,0,0.0162523366128921,0.036013205435198,0,0.00498196437213133,0,0,0.357096431494675,0.944471575966626
sample26,0,0.0354519296629299,6.9346257013919e-05,0.0660732255275368,0,0.328794380405215,0,0,0,0.0732359205867721,0,0.0252208326791322,0.101374142065672,0,0,0.0852840691550509,0.202233760929517,0.0253781373561159,0.0340983640258918,0,0.0227858913491536,0,0,0.545258626031161,0.844787976116693
sample27,0,0.127908216205514,0.0549866154006132,0.384824400416246,0.00120901645374609,0.0113385859328247,0.0756752489258131,0,0,0,0.0703040259195873,0.0332617898048572,0.123244396086412,0,0,0.0786268109734624,0,0.00543162547726304,0.0331892684036607,0,0,0,0,0.672647861049946,0.756077280389103
sample28,0,0,0.00319866711098073,0.560442815004406,0.251510573780914,0.0620489960752969,0,0,0,0,0,0.0527869337795309,0.045588915544469,0.00433336935075253,0,0.000434898301222291,0,0.00270727458320825,0.0169475564692197,0,0,0,0,0.79137504098201,0.612243897285641
sample29,0,0.0237762317974862,0.0033640375170761,0.121159598585659,0,0.139411524541796,0,0,0,0.0454136153655698,0,0.02652411269131,0.492685640418669,0,0,0.0574197443398792,0.001673758533836,0.0315964141541674,0.0464451983626787,0,0.0105301236918737,0,0,0.598372857241897,0.803461602020231
sample30,0.00210263860231994,0.108394595299672,0.0248925199167397,0,0.0185213022620206,0.0277167819624649,0.00384659645089619,0,0,0,0.0202606046832734,0,0.380280173098572,0,0,0.261297616881465,0.0998109904591371,0.0244207906634751,0.0284553897199642,0,0,0,0,0.630492509242405,0.788962013698966
sample31,0.174462305935061,0.214534009802155,0.0278887932505439,0.235382350424089,0,0.0334291648125015,0,0,0.0382467015769574,0,0,0.112713340809259,0.0734756184843053,0.015255214242645,0,0.0113377651286813,0,0.0150562108198683,0.0482185247139335,0,0,0,0,0.627829632461024,0.779280966681313
sample32,0,0.0990075596243807,0.0741968835478282,0.19763165639632,0.0254641026409173,0.151410421675208,0,0,0,0.0526377149403713,0,0.065297364755695,0.0498835818077134,0,0,0.194242697070633,0.0456492352199483,0.0173273275192187,0.0272514548017655,0,0,0,0,0.5852511120615,0.819493725975333
sample33,0,0.0612118609577627,0.0220928078659282,0.165073088545974,0.284749144363135,0,0.04641457934757,0,0.0305859157367143,0,0.0397116471711682,0.0231518374441572,0.0774731076772652,0,0,0.0761385108808953,0.121218612407972,0.017637879263498,0.0231743360914803,0,0.01136667224648,0,0,0.658127441853703,0.775889466775273
sample34,0,0.0165191756455614,0,0.521861414481635,0,0.117351098703595,0,0,0.0408800017133899,0,0,0.163510893628413,0.0419802281381565,0.0154649340907667,0.00206763042284399,0.00955382354239424,0.00473082319403826,0,0.0660799764392057,0,0,0,0,0.648006098993464,0.764899917687052
sample35,0,0,0,0.435914144213703,0.159960191015053,0,0.00574760340710523,0,0.0386759154256066,0,0,0.00718885499084744,0.286979704056591,0,0,0.02870506046688,0,0.0118939588170361,0.0249345676071782,0,0,0,0,0.601834894073474,0.797782370398516
sample36,0,0.082551328285641,0.0450804503295259,0.160447041439043,0.156845756804664,0.110295108919255,0.0241386379490045,0,0.00312961075702575,0,0.00996364275149377,0.0640051477952384,0.157609110516859,0,0,0.133433031609724,0,0.0191333198974623,0.0333678129450629,0,0,0,0,0.670316453355979,0.770242303434221
sample37,0,0.0441869612553129,0.0466966726226392,0.187214997477124,0.209731248780955,0.302952429879478,0.056769334948141,0,0,0.0256201710390447,0,0.0201274109074734,0.0193892550989304,0,0,0.0520735235916528,0.0108708770057756,0,0.0242919679633597,0,7.51494301134122e-05,0,0,0.74658924299735,0.677348376465438
sample38,0.229139480396424,0.28071978087837,0.0441927352439349,0,0.023630157016126,0.033184329454746,0.0367427198139966,0,0,0.00440259437939395,0.000894036358235303,0,0.182083126642796,0,0,0.118293636975751,0.00341289431392026,0.0211780555326573,0.0221264529936478,0,0,0,0,0.712817211205296,0.708538939138538
sample39,0.177589123634459,0.541188963282146,0.0681556358191668,0.0276603493606927,0.0437028483783112,0.0421419719831276,0,0,0.00348172793982076,0,0,0.0121332096578908,0.0423467989908984,0.0235284564762718,0,0.00605019357183662,0,0.0120207209053789,0,0,0,0,0,0.81348873321728,0.581068759876074
sample40,0,0.00847686314916842,0.00169084471101511,0.492865310907212,0.339309621436978,0,0,0,0.0273925400253995,0,0,0.0792284133812952,0.0305635272197434,0.00109234438534967,0,0,0,0.00151370729116582,0.0178668274926722,0,0,0,0,0.776012595881108,0.630870373031516
sample41,0,0.0181852581697041,0,0.244285124684089,0,0.267412428537791,0,0,0.0113966899142763,0,0,0.0738345096289201,0.295953929293774,0,0,0.0246803472868562,0,0.0282535101160671,0.0359982023685223,0,0,0,0,0.701131949061491,0.730578716767356
sample42,0,0.0542633478569262,0.0090272529334736,0.00266068093837087,0.0194616743208015,0.0460941186038979,0.00630189905536571,0,0,0,0.0167731861554805,0,0.604743053962681,0,0,0.176426746436937,0,0.0181907979938357,0.0427852569730606,0,0.00327198476917035,0,0,0.699741442488615,0.720677995400358
sample43,0,0.0963252557596968,0.087089320967746,0.27005811824786,0.0286037699014929,0.182654396548488,0.0491540618808298,0,0.0039288798321696,0.00715677921641835,0.0442448204433011,0.0609588246544955,0.0582915194736741,0,0,0.0752759321663285,0,0,0.036258320907499,0,0,0,0,0.667783667413618,0.75506579713316
sample44,0.093500038998534,0.0843786699871288,0.0173433066543249,0.200083077992226,0.0733788845813592,0.442595052368389,0,0,0.000519394961121447,0,0,0.047988069112354,0.0206138047103727,0.00771102648803879,0,0,0,3.82584687260825e-05,0.0118504156774249,0,0,0,0,0.697776520259972,0.716933122979278
sample45,0.0291529668668244,0.0899663225225158,0.00362642837859158,0.303306308095564,0.313509872474196,0,0,0,0.0518139185358859,0,0,0.0157149281637668,0.123507990068441,0,0,0.0318267976932381,0.0073979128629174,0.0145325169035337,0.0121634524893961,0,0.00348058494512996,0,0,0.62260747267793,0.782197030943435
sample46,0,0.210989730412973,0,0.0692235981687568,0.22724428741688,0.147051714615369,0,0,0.0181013969833827,0,0,0.0427959713494136,0.110955942439034,0,0,0.0639380882423383,0.0921143508625264,0.00172647880725563,0.015858440702071,0,0,0,0,0.628856058524937,0.789774672433951
sample47,0,0,0,0.713813942480186,0,0.00520671044718244,0,0,0.0734282733433664,0,0,0.0960340554735554,0.0670673796725214,0.00740740209199458,0,0.00490975992503028,0,0,0.0321324765661636,0,0,0,0,0.760771306826311,0.650766441120949
sample48,0.000103406475225994,0.0114781106345125,0.00615219450942411,0.0256079931651735,0.0870344909922578,0.0492129566545317,0.0374097703148227,0,0.0132020939716472,0,0,0.00415442592954637,0.567722632696518,0,0,0.125964243566755,0,0.0108560009185876,0.0496182113280292,0,0.0114834688429682,0,0,0.713481729782088,0.716245007144537
sample49,0.237603491445908,0.295353658859264,0.0830044371984846,0.033399083822311,0,0.0495529947888248,0.0173438402224582,0,0,0.00449319127770382,0,0.0228873362633493,0.133330283172307,0.0139071033792772,0,0.0583881893671867,0,0.0297423128648079,0.0182609949693384,0,0.00273308236877948,0,0,0.78567459395657,0.633678234523207
sample50,0,0.0291064997246954,0.00678619197309144,0.201828953546921,0.103337248174822,0.472377566943051,0,0,0,0,0,0.0793967491776998,0.0504561028965262,0.00528819683199556,0,0.0147021931868363,0,0,0.0367202975443612,0,0,0,0,0.732067548419513,0.682922614756288
sample51,0.0392646129828781,0.0883196623286368,0.00579040575097814,0.349797287910166,0,0.182067134112832,0.0536311328104168,0,0.0421900059176526,0,0.047266551036104,0.0388806798998657,0.0510755883820186,0,0,0.038747275632259,0.0389009014778189,0.00626271079947409,0.0178060509588995,0,0,0,0,0.71910442922934,0.708372152934702
sample52,0.00291337939758693,0,0.00531661738842997,0.379288491166255,0.476395856760802,0,0.0281227096234429,0,0.0265762614895757,0,0,0.0361799250548267,0.0208560992199416,0.00211626458549367,0,0.00252135499565737,0,0,0.019713040317988,0,0,0,0,0.777670363194945,0.628537492420339
sample53,0,0.0356864848161374,0,0.275875037325792,0,0,0,0,0.0173258241645221,0,0.0354786261156509,0.0501404861457715,0.18343531288949,0,0,0.134869753315874,0.195258672867573,0.0154239899979697,0.030897918696943,0,0.0256078936642767,0,0,0.536345542595386,0.849770471263447
sample54,0,0,0.0100338178364041,0.268578848298282,0,0.495056322442697,0,0,0,0.0626062540428222,0,0.0848041191521343,0.00429041583668752,0.0193746612770241,0.00286181506025627,0,0.00567399800467325,0,0.0452959634917157,0,0,0.0014237845573042,0,0.772235086670262,0.637548521528463
sample55,0,0.030266118783597,0.0114962698394362,0.051514311779017,0.020863038392624,0.00109298836846047,0.0215646018398472,0,0,0,0.0160507520730407,0.00680139594927787,0.589984447160038,0,0,0.123052527073901,0.036857172233568,0.0370283334148626,0.0479872392336244,0,0.00544080385870448,0,0,0.706208714667364,0.719087255604254
sample56,0,0.0408786700475444,0.00548666959369228,0.0070974893628764,0.0211046126661458,0.000596421921702285,0,0,0,0,0.00746729423596459,0,0.797872173114105,0,0,0.040351272456786,0,0.0459215099775308,0.0332238866236523,0,0,0,0,0.745405949362781,0.666499856881546
sample57,0,0.0396999377014571,0.0218635019575205,0.283245458510229,0,0.453702076919801,0,0,0,0.051923719292922,0,0.0678741187198104,0.0374843181767799,0.00565758149643287,0,0.0153395767916528,0,0.00755475599797494,0.0156549544354185,0,0,0,0,0.730232368257693,0.684440972833267
sample58,0.126752966398059,0.244183674546336,0.0456625045786246,0.165203217916816,0.231677787165227,0.107453736385147,0,0,0.0128776396777529,0,0,0.0393927826520147,0.010142294442656,0.00248547736647471,0,0.00216768273537868,0,0.00112660633465297,0.0108736298008602,0,0,0,0,0.731127924727564,0.688349220330592
sample59,0,0.132765580292317,0.123069000251038,0.235201823055728,0.0795954630485697,0,0.00252462139852125,0,0.00926816430626669,0,0.0528228268376022,0.0524093871531003,0.127437546261796,0,0,0.116350981884521,0,0.0256044448646417,0.0368340499876984,0,0.00611611065819992,0,0,0.577038076877611,0.823519980593989
sample60,0,0.00787955230531072,0,0.344728036488723,0,0.310341717671538,0,0,0.0446317885722361,0,0.075304966968222,0.028755187884687,0.0904181638966515,0,0,0.028659927209824,0.0529513597856998,0.00373505738279239,0.00453642314295897,0,0.00805781869135737,0,0,0.763706710143165,0.657350911164743
sample61,0,0.0747094175977414,0,0.0326063929058774,0.110053961788172,0.0740962513302529,0.00495012520436429,0,0.0149858001140681,0,0,0,0.449683810993373,0,0,0.119188554169905,0.0251440874722008,0.0459039520887909,0.0283532969216665,0,0.020324349413588,0,0,0.56665736826718,0.826563861877717
sample62,0.0866972574243957,0.0779870774251908,0.00269073989576588,0.0902975145977413,0.196057352625253,0,0.000893565953390744,0,0.0176183099175499,0,0.00738375204343101,0,0.41974743251092,0,0,0.0608353903204862,0,0.0210482546938535,0.0187433525920224,0,0,0,0,0.695245283208988,0.743541238993143
sample63,0,0.054693695740797,0.0171028025151915,0.0521061331195263,0.110572641791602,0.00758763170117481,0,0,0.0245738920536471,0.00247758213897726,0,0.0102963285078062,0.59277462401836,0,0,0.0800006000058982,0,0.00779445889369099,0.0378630542114332,0,0.00215655530189591,0,0,0.640935641575189,0.769673128718297
sample64,0.0999756646735685,0.189719512812423,0.19891803355585,0,0.0324894110847129,0.0374715359532509,0.148299270444145,0,0,0.021316820031051,0.0120092934353435,0,0.0284949319788989,0,0,0.138016367292029,0,0.0344826271642954,0.0379260898821283,0,0.0202590513802914,0.000621390312011568,0,0.66902627313996,0.758104177286141
sample65,0.151625079730018,0.132812595714584,0.0202024745646825,0.306158984476548,0,0.0908416817105492,0,0,0.0639933604783117,0,0,0.0810206328646185,0.099073438691254,0.00791049043794596,0,0.00224478491881465,0,0.00977458997884993,0.0321063647056992,0,0,0.00223552172812345,0,0.725811493291313,0.705322533110553
sample66,0,0.123607697272939,0.0650884538576817,0.00682000297994016,0.171280963139838,0.0589950802291955,0.0471700214104904,0,0,0,0.0159804109612977,0,0.325017359130494,0,0,0.121784588418663,0,0.022420278960312,0.031699935410257,0,0.0101352082288914,0,0,0.618425181057972,0.806180579932715
sample67,0,0.0360716849712213,0.0205237030290145,0.18741602382973,0.362187671285628,0.14884131553924,0.049171522698024,0,0,0,0,0.0220141360053434,0.115516789449151,0,0,0.0266903435790939,0,0.00741193666353156,0.0235803486757061,0,0.000574524274316093,0,0,0.743354434314758,0.6824509799502
sample68,0,0.040597218339625,0.00847315895016583,0.231698874544267,0.231915191386467,0.231614876686104,0,0,0,0,0,0.0828230961455446,0.0883998285545451,0,0,0.0228616248444323,0.00193949029948505,0.0200687458660308,0.0308661791342134,0,0.00874171524912032,0,0,0.686907015582983,0.729012404467836
sample69,0,0.0560406480115281,0,0.095689960951112,0.307023329870052,0.142266152163473,0,0,0.0503074410889963,0,0,0.00703465485860907,0.194804186003093,0,0,0.0639820641282322,0.0597625709128056,0.0111996429727797,0.0112388736509736,0,0.000650475388346318,0,0,0.718716063094445,0.720525106074482
sample70,0,0.140122172946352,0.0425441188211687,0.0171336324411159,0.0392085573724956,0.0187382801420713,0,0,0,0,0.0109934249965913,0,0.161817997172742,0,0,0.429978454049508,0.0574542942146536,0.0358558277924478,0.0367387860675542,0,0.00941445398329929,0,0,0.542272793250077,0.846774167423001
sample71,0,0.00203112903381451,0.000836606909142235,0.317671333741658,0,0.264193879978622,0,0,0,0,0,0.0919994312304205,0.262512088184004,0,0,0.0176568775973381,0,0.015016954833094,0.0280816984919062,0,0,0,0,0.700368863086833,0.722697584599692
sample72,0,0.0614723742819109,0.0107328003564193,0.0157479990640395,0.0131644796622222,0.00625051044542342,0,0,0,0,0.00386755242021453,0.00562831393096414,0.684700033174672,0,0,0.10121939685059,0,0.0564285863669194,0.0303720281718901,0,0.0104159252747346,0,0,0.696959777141101,0.718237410268339
sample73,0,0.270210298786514,0.224200181309842,0.110521117384063,0,0.100211724973987,0.0221930400948534,0,0.00441041927868983,0.0648332860580847,0,0.0702736960077888,0.0155573882815404,0,0,0.0911603875069093,0,0.00671286853481502,0.0197155917829126,0,0,0,0,0.639231330717046,0.770458341052867
sample74,0.0126296013490496,0.0864924243466337,0.0958290827036233,0.1228740646548,0.0636591339937968,0,0.162412292941333,0,0.0187279167982102,0,0,0.0222682743210665,0.113890470330146,0,0,0.199752033497738,0.00677168784801992,0.000588571682224586,0.0670282082987067,0,0.0183819232007179,0.00869431403393274,0,0.533279529893169,0.859485348495645
sample75,0,0.0518553701677333,0.00913777627909138,0.0872056444021517,0.206976321922536,0.0904686722403497,0.00902564467449368,0,0.015488487997472,0,0,0.0277871887910147,0.391940197508676,0,0,0.0523277549458369,0,0.0217901324843155,0.0348531405873772,0,0.001143667998952,0,0,0.645474368499003,0.777404952604151
sample76,0,0.00672427932872355,0,0.535993588446925,0,0,0,0.0533880466065461,0.0520055347674906,0,0.0229599163292537,0.124312719775298,0.0911031459107597,0,0.00142728792694618,0.0599002549169078,0.00495393362051252,0,0.0472312923706364,0,0,0,0,0.69238621736744,0.722442931390968
sample77,0,0.0125183982262511,0,0.0970533971626639,0,0,0.0203762553548274,0,0,0,0,0.0364195803227596,0.645386986891509,0,0,0.0946737382369749,0,0.010503165548652,0.0684675264774005,0,0.0146009517789617,0,0,0.731100734279954,0.691458553150874
sample78,0,0.0444232704790606,0.0219217857285176,0.339549699977744,0.32684398130801,0,0.00567691605753702,0,0.0489395440511887,0,0,0.0101111487884722,0.116083288090647,0,0,0.0750417542882486,0,0,0.0114086112305735,0,0,0,0,0.626348836781912,0.778707252053027
sample79,0.135682184696079,0.568793368461298,0.0793357008223102,0.108266652826248,0,0,0,0.00497911561558446,0.0189931789785256,0,0.0249991682817967,0.0313197426358535,0.0124083508093245,0.00238825583860656,0,0.0128342810343737,0,0,0,0,0,0,0,0.83739457767377,0.54771661925105
sample80,0.0371059058403246,0.0796870040806764,0.0487272100807735,0.147898926381334,0,0.478487685009437,0,0,0,0.0419374094095866,0,0.0773385135059276,0.0037635630724744,0.00568687933682627,0,0.0196575344964286,0.00168022074686969,0.00114597398808208,0.0541729900569458,0,0,0.00271018399431292,0,0.703515345530688,0.715763772539134
sample81,0,0,0,0.597478514852218,0,0.0339486324661962,0,0.029369215811535,0.0524621264749989,0,0.147293784289056,0.0556292803956578,0.0700989908874616,0,0,0.0137194548228769,0,0,0,0,0,0,0,0.628716983789431,0.791710477108008
sample82,0,0.0687037073314742,0.0547071455790362,0.0288593348546621,0.363550943815986,0.295524758937802,0.0651729585298051,0,0,0,0.00943135134237606,0,0.0647979991801741,0,0,0.0411520293720611,0,7.3746144261126e-05,0.00802602491236147,0,0,0,0,0.752943564535032,0.674346313983314
sample83,0,0.102814077748426,0.051480383607411,0.0119859256510845,0.028670020334063,0,0.00384834013068092,0,0,0,0.0188850460209111,0,0.422967199847726,0,0,0.300345411573276,0,0.0228080630786821,0.0359501687267503,0,0.000245363280989091,0,0,0.661068263078078,0.763733821162043
sample84,0,0.012600675040586,0.00389006255695786,0.606033991570026,0,0,0,0.0400467067662619,0.0711842581232782,0,0.0377081651318111,0.105678041886268,0.0457062514287577,0.0198720338708078,0.00268839105610759,0.00898209296189948,0.00538005796779378,0,0.040229271639444,0,0,0,0,0.590351804888514,0.818939687983859
sample85,0,0.0272639946655477,0.00312537964578919,0.218455443356331,0.185378483334701,0.061319398621616,0.00705057290602247,0,0.0456247535685163,0,0,0.037047116838233,0.321378571556075,0,0,0.0585481067691494,0,0.00691166353144571,0.0266572577958645,0,0.00123925741070904,0,0,0.673793274502418,0.753703409570948
sample86,0,0.00408390001964284,0.00208380244519715,0.413693805586865,0.383721298979328,0,0.026645580684676,0,0.035941402937915,0,0,0.0497838706966881,0.0489311845539831,0,0,0.0118350070001204,0.000613101546699897,0,0.0226670455488844,0,0,0,0,0.741899486537325,0.670182547243125
sample87,0.0802840528864244,0.202858804286899,0.183202140733417,0.0912931625406719,0.222008508667072,0,0.0591643071955568,0,0,0,0,0.00555202930076104,0.0326197232748701,0,0,0.0958173441724013,0,0.0109374975533609,0.0162624293885653,0,0,0,0,0.667044391072689,0.752828351268169
sample88,0,0,0.000447366812448358,0.2462253283144,0,0.551598928187263,0,0,0,0.114128847312834,0,0.0313355915523747,0.0180000888899807,0.0104159640497177,0,0,0.00607529919600699,0.00183283481871075,0.0199397508662642,0,0,0,0,0.709715213597704,0.70449828432292
sample89,0.00409443887176807,0.00970574890104606,0.00794632193176279,0.559657027262489,0.21829746312754,0,0,0,0.00986737858059526,0,0,0.113430829472376,0.0246871840708811,0,0,0,0.00180087674878877,0.004704953005516,0.0458077780272369,0,0,0,0,0.742067964527695,0.670615500852028
sample90,0.150548894416724,0.282139435900642,0.00705369092531011,0.261033593011213,0,0.0400572735978081,0,0,0.0384178699234205,0,0.0167656042730239,0.0559913753034254,0.0810394503083559,0.0120500746051826,0,0.0209748613842767,0,0.0223055582181792,0.0106507257049956,0,0,0.0009715924274431,0,0.709151057855917,0.714370477049908
sample91,0.0803772448063527,0.073696578907763,0.0143533853629637,0.205658848449456,0.231610787067696,0,0,0,0.0325379833684864,0,0,0.0152667181837927,0.252655031055675,0,0,0.0544566519365446,0,0.0250588985787187,0.0143278722825508,0,0,0,0,0.687241601842099,0.749896429862882
sample92,0.0208088777814835,0.112659265534279,0.00836666185589258,0.356610067807212,0,0,0,0.0170502530379359,0.0603732740839113,0,0,0.111925529974017,0.215957913701358,0,0,0.0508663296076075,0,0.0139895716729229,0.0313922549433802,0,0,0,0,0.666565357470516,0.757514772138475
sample93,0.0138212341413047,0.0426688971494745,0.00834168355047811,0.0557893960080079,0.272763038453407,0.321120299128729,0,0,0.00643908655165101,0,0,0.0332158165357774,0.140683937791612,0,0,0.0346944045171899,0.0441376269283686,0.0100356379882444,0.0162889412557549,0,0,0,0,0.711535063142937,0.716627831781981
sample94,0,0.0463052284740744,0,0.0899134545663821,0.187903823883405,0.38472188190801,0,0,0,0,0,0.0474631783541672,0.0845661270843758,0,0,0.0190015719420656,0.0951283627881795,0.00855735252981436,0.0364390184695258,0,0,0,0,0.705841163368934,0.720886526333994
sample95,0,0.0172995833332546,0.00226379299911162,0.280993535762265,0.0247859866718414,0.329158318593227,0,0,0,0,0,0.0426504096666629,0.175041969961675,0,0,0.0384449646335606,0.0201618181204522,0.0406474405150787,0.02754657971722,0,0.00100560002565059,0,0,0.714709235232553,0.714507239346887
sample96,0,0.0140673581274123,0.0325821665320659,0.565851757059973,0,0,0.0249567028717749,0,0.0227329090352894,0,0.0724098951958647,0.0632602435815567,0.0614952986029833,0,0,0.0691563196907962,0.0236381108233048,0,0.0444532482104589,0,0.0053959902685196,0,0,0.723456961690796,0.695604207121777
sample97,0,0.0260253474379565,0.0325397255218553,0.342114243409801,0.0838452090261167,0.364376906750744,0,0,0,0,0,0.0502801888320163,0.0296208429823687,0.000158587299628476,0,0.0288960145650808,0,0.00685599503839054,0.0352869391360419,0,0,0,0,0.779013177323983,0.635034610474858
sample98,0,0.0222685918703883,0.0174981413617631,0.278126079620534,0,0,0.0891015122900994,0,0,0,0.0405472040332814,0.0997396901406216,0.175184752659092,0,0.0051256834419702,0.111398552426984,0.0696510960108915,0,0.0913586961443744,0,0,0,0,0.519076090166112,0.85527043978441
sample99,0.257272492019908,0.251983232275549,0.0139485071073151,0,0.0354965085299937,0,0.0555988236900974,0,0,0,0.00776680836334588,0,0.0821158031938884,0,0,0.155372945451613,0.0805867697098477,0.0449799978002371,0.0127392785600829,0,0.00213883329812215,0,0,0.64491734854289,0.766452957567078
sample100,0.0118174979549753,0,0,0.628244773469216,0,0,0,0.0676355652476092,0.0461048622023674,0,0.0809473837673278,0.0541760810749964,0.0544698386672905,0,0.00370844363605622,0.022206215242737,0.00463130685824389,0,0.0257694969460736,0,0,0.000288534933106165,0,0.485568695610646,0.909400612943391
sample101,0.209183148299405,0.422477811381293,0.0525156061157444,0.109183436797806,0.00419619982488401,0,0,0,0.0233292081929823,0,0,0.0415460447215076,0.0829490475766047,0.00684044922539145,0,0.02668571644069,0,0.0138726819776439,0.00722064944604725,0,0,0,0,0.753128239921299,0.65826777718617
sample102,0.212487882709317,0.55023916162445,0.087827381279918,0.00290072070739283,0.0140334680477155,0,0.0041132763153555,0,0.000939059433954082,0,0.00880591846661945,0,0.0807816339737212,0.0032118369107333,0,0.0179524794072085,0,0.0167071811236149,0,0,0,0,0,0.842346546833199,0.538182898076465
sample103,0.131086693101303,0.182934653920255,0.0631529308977514,0.117608121343036,0,0,0.0333475152127677,0,0.00611380354463682,0,0.0194151851606112,0.0314571675603064,0.26486307673603,0,0,0.0885283103506471,0,0.0335405630981987,0.0279519790744574,0,0,0,0,0.521748176748193,0.852344398305458
sample104,0,0.0320438438689296,0.0413790377051201,0.311200149673702,0,0,0.049478526908439,0,0.0037956027441818,0,0.0180738726670238,0.0534288286482545,0.321529317892469,0,0,0.0996860100698059,0,0.0166495231210803,0.0527352867009944,0,0,0,0,0.665021377313175,0.77066499842401
