Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
sample105,0.119968000826375,0.183803414464402,0.0219240945294945,0.217272745562508,0.285964664820143,0,0.0044064361748749,0,0.00027895687911666,0,0,0.00687715297805682,0.10195153983438,0,0,0.0275863008625859,0.00569932427164453,0.0145039349094966,0.00181411696711626,0,0.00794931691980568,0,0,0.675045680604388,0.744496621939957
sample106,0,0.00929311100816742,0.000670956693764504,0.13924623214654,0.0784784091912879,0,0,0,0.0306747821071049,0,0,0.0242312259005669,0.64232177998103,0,0,0.0386608558202993,0,0.011355628755251,0.0250670183959882,0,0,0,0,0.741378625144613,0.682928750361814
sample107,0.00445309323200094,0.0580715741111562,0,0.0327852662091406,0.176945084005859,0.35877931213482,0,0,0.00286593235217157,0,0,0.016082796860083,0.163887895030353,0,0,0.0503542358501526,0.0577577033753054,0.036072839330449,0.0176792757108004,0,0.0242649917977085,0,0,0.714575784730682,0.728475373842773
sample108,0,0.0452595518423695,0.0314697521879049,0.155690769702641,0,0.440339478228942,0.0145279116273933,0,0,0.103818422979552,0,0.051062355261063,0.037067431857777,0,0,0.0560168134803023,0.0244030895760813,0.0128017798239295,0.0258450772338674,0,0.00169756619817661,0,0,0.729619974026647,0.695847171818508
sample109,0.204785520113063,0.225955204616705,0.034822724767453,0.159941778017746,0.134129596193962,0,0,0,0.00432444301066556,0,0,0.0230036665418897,0.157869175458134,0,0,0.00862573673773014,0,0.0272087505754613,0.0150780982119731,0,0,0.00425530575521768,0,0.75115176400946,0.68128219793093
sample110,0.0536923467048493,0.115225511741632,0.0020602356753309,0.179894687206989,0.235210512258086,0,0.0038522733080614,0,0.00722559840292762,0,0,0,0.154623307772256,0,0,0.0647796708739565,0.136161052687687,0.0320433765701142,0.0116950275792101,0,0.00353639921889975,0,0,0.609903529504406,0.807581759709553
sample111,0,0.070151631189826,0.0172518952675618,0.276312848840365,0,0,0.0163994560109776,0,0.0106074211148444,0,0.07998078756787,0.0323528422619417,0.289750297007748,0,0,0.10607025469202,0.0546163739442869,0.010648367975591,0.0358578241269677,0,0,0,0,0.643822835748496,0.784865286114816
sample112,0,0.128715092967447,0.0242080430227722,0.0978092211407064,0.201107770397415,0.0825026086068872,0.0667941043915355,0,0.0348217174445258,0,0.0122352575219441,0.0210312128475877,0.163318884775333,0,0,0.0851786299265954,0.0321219653077177,0.0111911388105963,0.038964352838937,0,0,0,0,0.492854622073527,0.870354336760328
sample113,0,0.0836394868762535,0.105983792380157,0.26840229153733,0.0150667058705316,0.0474612738258881,0.147617735977097,0,0,0.0015096298642031,0.103657095418267,0.0165659793641782,0.0565583066871017,0,0,0.0932270217870999,0,0.0126326051704802,0.0476780752414123,0,0,0,0,0.600963694604858,0.806879840812688
sample114,0,0,0,0.514947510790755,0,0,0,0.00603213009018773,0.0610978422782482,0,0.0922277117779516,0.0583106064225789,0.18188046105839,0,0,0.0499472714713231,0,0.0126515202696575,0.0229049458409077,0,0,0,0,0.677756384544351,0.736814700499388
sample115,0,0.00868026667634126,0.0262873805333564,0.206323435325778,0,0.436144162090763,0.00951916828037383,0,0,0.117684226493109,0,0.0541895879821079,0.0723197286645319,0,0,0.0502371465392666,0,0.00255058531724277,0.0160643120971299,0,0,0,0,0.666385138294252,0.745273687506413
sample116,0.00133735729285302,0.0103649636220995,0.00699764325822663,0.359586917480048,0.238528895010743,0.273953511626001,0,0,0,0,0,0.0611564405740361,0.0231387820475212,0.000959221756542008,0,0,0.00591661766997103,0.00428628958167779,0.013773360080281,0,0,0,0,0.759364913930207,0.650259102085492
sample117,0,0.0128566885485329,0.0010302996644001,0.44447466406881,0,0.0795803917953714,0,0,0.0336377009288549,0,0.0443011306091269,0.0910714897071016,0.189260203831356,0,0,0.0412060780989214,0,0.00994422186892303,0.0526371308786008,0,0,0,0,0.580546067545077,0.814038446099223
sample118,0,0.0244646622705558,0.00236009587942777,0.45006055800833,0.205115062503728,0.134616402202735,0,0,0,0,0,0.0764562749627413,0.0447617037641834,0.00685025494224119,0,0.0063816669395336,0,0.0014425920506905,0.0474907264758333,0,0,0,0,0.775620072891343,0.635272618301791
sample119,0,0.097990296247591,0.0172088123348188,0.208093641998068,0.231300787797287,0,0,0,0.0337598739880342,0,0,0.0211332318233019,0.181952224387492,0,0,0.109811663570928,0.0573362467467817,0.0187120199296986,0.0149242193159114,0,0.00777698186008712,0,0,0.535819964675267,0.846057227815009
sample120,0.0907174546624334,0.171548793417062,0.0844166664136953,0.371012277640673,0,0,0.114968862569755,0,0,0.00143552394252221,0.0676259637316663,0.00437222501726099,0.0168189174604235,0,0,0.0495951085383093,0,0,0.0274882066061992,0,0,0,0,0.726988249833571,0.705621420927214
sample121,0.0434906728144473,0.0511374373718869,0.0110910164934947,0.516766796204213,0,0.0912335960172637,0,0.00367782181045294,0.0527917863324398,0,0.0611078021918577,0.0778305836518758,0.0531478052159368,0,0,0.00445762565373168,0.0171427996212802,0,0.0161242566211199,0,0,0,0,0.682145297592757,0.731995905063429
sample122,0,0.0822400991351868,0.0463170590730693,0.226020940279854,0.113215623609843,0,0.0483262808362023,0,0,0,0.0356586445911638,0.0503322639028823,0.14583402520264,0,0,0.154866862779404,0,0.0271062521798302,0.0652353799336728,0,0.00484656847625172,0,0,0.496186053794783,0.869581111813826
sample123,0,0.062922358629274,0.0140979441281655,0.0920766334101446,0.0373272622469368,0.270288931912562,0.0391217848305703,0,0,0.0235245620717951,0,0.0263480336078953,0.134567428268277,0,0,0.108975739698828,0.129689645564102,0.0115123781142285,0.0430066989630494,0,0.00654059855417108,0,0,0.604479745636612,0.816531052375434
sample124,0,0.0111304068184682,0,0.362271120088584,0,0.0308470844872652,0,0,0.0379097492234266,0,0.0257388166828671,0.037373425975515,0.389022139123289,0,0,0.0545072950358634,0,0.0222737118508532,0.028926250713869,0,0,0,0,0.705055992948475,0.728338507551225
sample125,0,0.0663200370867125,0.0503046232782198,0.250926138932481,0,0.367227168642426,0.0274416269982996,0,0,0.102069091104642,0,0.0545725538481675,0.00365761013966443,0,0,0.0526345183130916,0,0.00115673081702286,0.023689900839273,0,0,0,0,0.731088265330996,0.688476056893456
sample126,0,0,0,0.471639698468131,0,0.0509299723034863,0,0.0187350590417429,0.0647493243496776,0,0.041101478734517,0.132770462744617,0.119335717251894,0.0209753965890045,0.00348815863050509,0.0126172164860613,0.00409213640609815,0,0.0595653789942647,0,0,0,0,0.500914868508204,0.87969901139532
sample127,0,0.00590804826124848,0.00240378695029569,0.461117646331453,0.345207273966625,0,0,0,0.0410831574519914,0,0,0.0591934414511311,0.0305318555829216,0,0,0.00339298497667003,0.0278805741283262,0.00860051304318745,0.0146807178561504,0,0,0,0,0.768834070726929,0.640179786528226
sample128,0.00975729053005569,0.161593312448542,0.156323864396435,0.0325566799484901,0.0449853222861884,0,0.0109400287527428,0,0,0,0.0114192271522619,0.0132128463075527,0.317162212487586,0,0,0.193127404456867,0,0.0119865226839653,0.02798554416279,0,0.00894974438652383,0,0,0.567482390175062,0.827026486852179
sample129,0.0315257765683267,0.110828833785325,0.0171479748942387,0.391442777056054,0,0.233043836399346,0,0,0.0364689396797661,0,0,0.111505007487821,0.0162658676579462,0.00327697221084583,0,0.0029526540376416,0,0.00697299169190628,0.0385683685307825,0,0,0,0,0.748519607912782,0.669104282433793
sample130,0,0.049878224823254,0,0.239374246919394,0.268728215799395,0,0.0117564171740887,0,0.0214224285988764,0,0,0.00922657885667422,0.169463887993488,0,0,0.077938319896815,0.135721462337848,0.00106628028039744,0.0121832495535711,0,0.00324068776619793,0,0,0.589083197096122,0.813383640412954
sample131,0,0.0625753400532153,0.0419553627795443,0.0596435653526944,0.314444741916582,0.34505424205186,0.0888356758374529,0,0,0,0.00159301561416095,0.00114544758529131,0.0150696799031925,0,0,0.0410144917110524,0.00935708635971022,0.00296327774801695,0.0163480730872273,0,0,0,0,0.751875864558965,0.670891136797183
sample132,0,0.0524000133632561,0,0.162219877258128,0.293596999803005,0.0316236354445699,0.00883691368387458,0,0.039657183533218,0,0,0.019839475946331,0.254657149335169,0,0,0.0741606290625218,0,0.0321670933223197,0.0308410292476058,0,0,0,0,0.610325660562708,0.797979920825682
sample133,0,7.64364773954326e-05,0.0117796317087143,0.512640723995167,0,0,0.0633733744086669,0,0.0262932363166055,0,0.190262981981712,0.0172866753182757,0.0775997458424896,0,0,0.075374671420287,0.0135486390814679,0.00133304998647969,0.0104308334627389,0,0,0,0,0.630302954705791,0.777324643568838
sample134,0,0.0875102756391324,0.0143555752012442,0.256360588240438,0.00176718241098694,0,0.0422977033347395,0,0,0,0.0419706262721089,0.0475482068014339,0.262260244275656,0,0,0.144949621317478,0.004933581540918,0.0301613810967189,0.0617588941710133,0,0.00412611969813191,0,0,0.355983598339698,0.936674633091011
sample135,0,0,0.00205905653706701,0.525815230361825,0,0.147591066328649,0,0,0.065161635270214,0,0.0511179030435632,0.107814950278245,0.036925371025293,0.015521842318762,0.00197708335581421,0.00140237400482904,0.00355092177858693,0,0.0410625656971525,0,0,0,0,0.632176309826584,0.782484804405928
sample136,0,0.0426817427658195,0.00293452094707965,0.0726938206140787,0.23173303197105,0.358048424295209,0,0,0,0,0,0.0361205868885467,0.186079034407843,0,0,0.0339901129634178,0,0.0184887438692168,0.0172299812777392,0,0,0,0,0.694589493182289,0.727983865790947
sample137,0.118966132127778,0.175089288329643,0.0152752177531255,0.00458822090234088,0.0883645778834327,0.0214668542916967,0.0515462663150341,0,0,0,0.0144091454335662,0,0.104048651710478,0,0,0.144966121077396,0.204880523313385,0.0345354311302557,0.0218635697318676,0,0,0,0,0.527976527148223,0.855766150175394
sample138,0.0262045358660057,0.0443839181980281,0.0175080261398671,0.533630154105256,0,0,0,0,0.0663148575991431,0,0.0477034375126896,0.11907089801509,0.040288179199081,0,0,0.0270660119501628,0.0032975404245922,0.00892514835732103,0.0656072926327636,0,0,0,0,0.691987947977756,0.722964425716324
sample139,0.0300434813830339,0.0640320519195564,0.0103762250476483,0.393319821189745,0,0.255541306313672,0,0,0.0836651527832935,0,0,0.102366286456277,0.021734473704467,0.00198317912196605,0,0,0,0.00713635397428852,0.028815093595369,0,0.000986574510684028,0,0,0.781570233904675,0.631521410976981
sample140,0,0.0201990044142225,0.000705334436365639,0.121800482880083,0,0.307124923109387,0,0,0,0.0193091774685102,0,0.0267619428979768,0.359669369345145,0,0,0.0537362776361998,0,0.0313834429721988,0.0372020235624741,0,0.0221080212774382,0,0,0.686885527390433,0.749784070755204
sample141,0.335668411412623,0.27445906435191,0.0366370548727889,0.0606400826832748,0.000299069019397008,0.0230965303318347,0.00952589860127689,0,0.0379115535511329,0,0,0.0306387493054478,0.0547387194752449,0,0,0.0184057377036506,0.0610931627789729,0.0474471428599032,0,0,0.00803739794403565,0.00140142510850712,0,0.716181285620723,0.697495848663823
sample142,0,0.0829944577165911,0.158687159775217,0.249957079925759,0,0.136369589794202,0.0227079509959202,0,0,0.0818663429325197,0,0.0901213265430098,0.021980735583198,0,0,0.109436508186623,0,0.0052549672294701,0.0406238813174904,0,0,0,0,0.552111831951252,0.832754347733296
sample143,0,0,0.000223398512086501,0.5682375947286,0,0.116835285167702,0,0,0.0433518396095245,0,0.0276666505386952,0.0621948269191632,0.134877360079005,0,0,0.0280557001200071,0,0.00188869026870402,0.0166686540565124,0,0,0,0,0.760019489801207,0.654637424620873
sample144,0,0.0595811410567857,0.0388790309553739,0.353835032481784,0,0.168014783504046,0,0,0.00243206991539959,0.000430890279046,0,0.149333866717693,0.0390066442754715,0,0,0.107713668635894,0.0479088800188837,0.0113559592396096,0.0215080329200127,0,0,0,0,0.70801343268745,0.716863337752251
sample145,0,0,0,0.616574699222273,0,0.124323762970213,0,0,0.066502099471522,0,0,0.109661025687206,0.0443538620900029,0.0111137955557327,0,0.00450073955510166,0,0,0.0229700154479494,0,0,0,0,0.702595742546707,0.715181972962955
sample146,0,0.041615412823479,0.0111543095035011,0.0286992178275535,0.00979467913554573,0,0.00147562870784285,0,0.0126929492018891,0,0.00433366254794583,0.00629063578063042,0.715020025757523,0,0,0.0689281464152473,0,0.0515772131196551,0.0484181191791875,0,0,0,0,0.628904908853546,0.777419521834452
sample147,0.0106897127813357,0.233487873604954,0.0814721586276132,0.0480653036521745,0.0189247884192072,0.146564548671427,0.018823985946838,0,0,0.0329190954815487,0.0356205019005837,0.0146174925004801,0.0737173327596263,0,0,0.199609745562611,0.0312654502742408,0.0234001254832984,0.0308218843340624,0,0,0,0,0.630682978169187,0.799582394804025
sample148,0.207748388566928,0.158457422250832,0.0200702601625019,0.00409972568716277,0.0063273579812255,0.0167809324371897,0.0357982874603329,0,0,0.00113995557827046,0.00868395301992812,0,0.31483518574365,0,0,0.17417653368451,0,0.0212092520050949,0.0306727454223742,0,0,0,0,0.603156649777122,0.799700264259818
sample149,0,0.0399539458570672,0,0.481504391834721,0,0.0780474656818882,0,0.0419911019180973,0.029587105146642,0,0,0.157027438230273,0.0750767105040897,0.0100429973311003,0.00164479349138738,0.0127508318252665,0.00299021196044087,0,0.0678226342629039,0,0,0.00156037195612263,0,0.550800456237006,0.84298255207487
sample150,0.169415031921266,0.254414184343519,0.0903760516549595,0.0875561444902877,0.208926069487167,0.0165070664913203,0.0650448922738587,0,0,0,0,0.00714994600042115,0.0142447425293811,0,0,0.0515143548600175,0,0.0151184470740846,0.0197330688737179,0,0,0,0,0.69902781615952,0.720307677199818
sample151,0.0950466744634788,0.155506027927476,0,0.115768878061074,0,0.0110780465692777,0,0,0.0254510888672664,0,0,0.0721723175941661,0.156749974420402,0,0,0.101377856358457,0.196673965431697,0.0432998870807184,0.026875283225987,0,0,0,0,0.495013975158098,0.871223054940499
sample152,0,0.0776602299618754,0,0.103449133134469,0.248244202224005,0.150155658289749,0,0,0.0644934525675992,0,0,0.0248743683127212,0.111663747240687,0,0.000276702094246911,0.0777134672613528,0.119079258726552,0,0.0195076185600051,0,0,0.00288216162673755,0,0.673433482659538,0.75847767716639
sample153,0.0535141109288757,0.0943824420709789,0.00362245520279251,0.320141013860536,0.0274574101150609,0.0805883170847598,0,0,0.0430491206454719,0,0,0.0710509294012885,0.120133098335205,0,0,0.0462964477922949,0.082973807310048,0.0275434550805548,0.0250378731717081,0,0.0042095190004253,0,0,0.657760464264468,0.768691137048181
sample154,0.0192220717607561,0,0,0.729500107164215,0,0,0,0,0.0363586771924701,0,0.00708456908887419,0.095438732139892,0.0546248178580945,0,0,0.0226137704839823,0,0,0.0351572543117154,0,0,0,0,0.737287386291203,0.67760436786605
sample155,0.181397843694776,0.172927029099263,0.0243468160286286,0.230922716881471,0.188562897708601,0,0.00411664995379504,0,0.014856612070513,0,0,0.00630837708499499,0.131094138856063,0,0,0.000825017164173214,0,0.0251377571163189,0.00975177129017554,0,0.00975237305122596,0,0,0.623402635145062,0.782759033445145
sample156,0,0.0478275304206018,0.0325178502643308,0.283893619520694,0.272402873353427,0.193071788072381,0.0394430906142324,0,0,0,0,0.0298004841871066,0.026682518924138,0,0,0.0522740915500408,0,0,0.0220861530930481,0,0,0,0,0.736861284205139,0.681651025551294
sample157,0.0623820133891753,0.0454112610307848,0,0.168570954630826,0.380656673986167,0,0.000886000249093646,0,0.0508753572037255,0,0,0.0288272013483883,0.204345571384406,0,0,0.0320109492219536,0,0.00200767230721255,0.0175952339460256,0,0.00643111130224171,0,0,0.689663019059121,0.73563169528698
sample158,0,0.0662226027871816,0.0509687151791683,0.0666820323831367,0.0500505023150518,0.00931672553611339,0.0266925121660994,0,0,0.000513990974515746,0,0.00416506357398634,0.478616293336473,0,0,0.170058608189049,0,0.0120953659122964,0.0439648271008481,0,0.0206527605460807,0,0,0.629100040484777,0.785938165607064
sample159,0.1324978908241,0.0619156319068853,0.00819070277203129,0.261889812997812,0.222096270772485,0,0.0400337174085008,0,0.00515651788550556,0,0.00665346510142373,0,0.155570708044038,0,0,0.0475109214711163,0.0363380396126039,0.0104307449745349,0.0117155762289627,0,0,0,0,0.559006654809309,0.829424429284728
sample160,0.0142712866457388,0.112370825132371,0.00877406571735171,0.0346403779382677,0.0260409848770094,0.00197201143963623,0,0,0.00930270732588324,0.00277892339273073,0,0.0212017952394115,0.575167035589228,0,0,0.0797077081877945,0,0.0586398362384984,0.0383626855937674,0,0.016769756682312,0,0,0.543375694481091,0.838765434647946
sample161,0.0218970012074104,0.0441329896046578,0.0783539977896599,0.179901740951715,0.047046051949175,0,0.144319697195896,0,0.0309148058347525,0,0.0258715308439852,0.027867532896496,0.107664536046111,0,0,0.20028887059238,0.00915459136338649,0,0.0616983719471177,0,0.0139602789832247,0.00692800279403214,0,0.54843242791522,0.849693630624695
sample162,0,0.0114009060512258,0.00134283267207904,0.373043366499366,0.0279457858701355,0.493961092164314,0,0,0,0,0,0.0623751119519954,0.0148389448626493,0.00553360438243148,0,0,0,0.000870290805026196,0.00868806474077771,0,0,0,0,0.805158745812453,0.594229119148825
sample163,0.0866464156152589,0.180611028630388,0.0289010832264947,0.0238185709971461,0.171652944175264,0.121311826046836,0,0,0.0163061419637402,0,0,0.0189605466222733,0.143947370116625,0,0,0.0546013654278543,0.10128321764301,0.0386579259558769,0.0097405352788665,0,0.00356102830036742,0,0,0.639994780502985,0.788369875805122
sample164,0,0.0372182276815962,0.0345304150145315,0.47874474916955,0.180038293472936,0,0.0604322215615785,0,0.00262711814789573,0,0.0252524520301712,0.0193501459140508,0.0623978547606045,0,0,0.068462517692005,0,0.00327234588590127,0.02767365866918,0,0,0,0,0.740953334122834,0.683160422868865
sample165,0,0.0156120345738224,0.00594907666221508,0.388589544648949,0,0,0.0155645149250242,0,0.0404965192016523,0,0.0829432845054316,0.0527495741324008,0.315446101238584,0,0,0.0391231962090775,0,0.00767807334954762,0.0346860287715599,0,0.00116205178173557,0,0,0.507836598044617,0.861947523545931
sample166,0.0349522096886451,0.0354694440160486,0.00549096692471013,0.425796902780444,0.236938231600937,0,0,0,0.0621109660309875,0,0,0.0362220727674567,0.130182801894874,0,0,0.00132097602258405,0,0.0118078808748845,0.0197075473984291,0,0,0,0,0.642053404834062,0.765925312311345
sample167,0,0.0380599428961267,0.00735689886497097,0.164924546948398,0.255129108354375,0.329794689030222,0,0,0,0,0,0.0674319904815103,0.068884449113061,0,0,0.0283201754099982,0,0.013532759787774,0.0243620366138328,0,0.00220340249973106,0,0,0.747820813794657,0.671048666775169
sample168,0,0.184226651728901,0.106792097617888,0.0698691535612613,0.154928969977053,0.0120229341888284,0.0692894073115493,0,0,0,0.00983570094598548,0,0.140764608418036,0,0,0.209903219946086,0,0.0178887979335325,0.0244784583708793,0,0,0,0,0.506322651840409,0.865756059748282
sample169,0.19166935327849,0.147374234029816,0.0455125507334774,0.250977364172777,0.00376841975354869,0.242814056442755,0,0,0.0286543987445411,0,0,0.0580263199105981,0.0151739191545974,0.00146269175611386,0,0,0,0.00323314852482313,0.0110877221077071,0,0.000245821390754923,0,0,0.760324492709465,0.66163184860113
sample170,0,0.00141586569485606,0,0.315499792777332,0.46217159019497,0.0385722738932613,0,0,0.0531447023423875,0,0,0.0391280832629387,0.0655805077056391,0.00636650567494821,0,0.00661221888751106,0.000465964364850299,0,0.0101798196304887,0,0,0.000862675570816614,0,0.786105687629966,0.620393260324656
sample171,0,0.0304746916119482,0.0099186290585243,0.143953521359107,0.186896411403769,0.464015429441956,0,0,0,0,0,0.0679043999122728,0.0518727930457348,0.0150859709773089,0,0.00143658141826472,0,0,0.0284415717711149,0,0,0,0,0.77568041597785,0.638011808255269
sample172,0,0.097644638678414,0.0184349384902376,0.0734137873035415,0.413002910832845,0.245164578312609,0.0129048836368059,0,0.00406802354033689,0,0,0.0222146466451007,0.072468938824603,0.00179315258844104,0,0.0103770295320003,0,0.0152090090388609,0.0133034625762048,0,0,0,0,0.707055705416435,0.70992405262337
sample173,0.198439230839938,0.0319715532398027,0.0160857758938315,0.210352323605127,0.30489257010818,0,0,0,0.0571365599838619,0,0,0.0135670366441965,0.0716120171760669,0,0,0.0452385987546636,0.0280607336033319,0.0226033992806685,0,0,4.02008703305914e-05,0,0,0.66290939527331,0.753601240601164
sample174,0,0.202758819819425,0.179714045881606,0.039411024510507,0.15227508863616,0.0479395531339787,0.0394340346539108,0,0.0126849070507293,0,0.00809525131934506,0,0.0826885182716757,0,0,0.179987861126459,0.0153267308420883,0.020968816491123,0.0167822217646771,0,0.0019331264983156,0,0,0.549508822632443,0.838888745056095
sample175,6.71127998182833e-05,0.102187098563079,0,0.12277460653668,0.109688953648488,0,0,0,0.00510366180032098,0,0.0213426843963361,0,0.334052490484452,0,0,0.0975798092658452,0.162563794918314,0.0352869448392768,0.00627516137336746,0,0.00307768137402242,0,0,0.592582844225656,0.819421614496037
sample176,0,0.0336425918894663,0.00614022576897679,0.105938026249243,0.277482153017694,0.269099656860301,0,0,0.0337968543993684,0,0,0.0523152028738352,0.177815406285048,0.00658590815367075,0,0.0171031620631569,0,0,0.0200808124392401,0,0,0,0,0.689000870686105,0.729731269435081
sample177,0,0.00478004233418763,0,0.444252904442233,0,0.0447051506522269,0,0,0.0350610878407692,0,0.0304559975105386,0.0865386166714367,0.211816505249952,0,0,0.0664035281448553,0.0208710961100572,0.0138250582734946,0.0265056302293252,0,0.0147843825409231,0,0,0.680536743965608,0.740023975003105
sample178,0.00289252679105735,0,0.000147376401782393,0.653638912711666,0,0.155581171635932,0,0.00253868334732964,0.0567206624200402,0,0,0.0788439080506556,0.0268616381354198,0.00324863643165923,0,0,0,0,0.0195264840744579,0,0,0,0,0.785770150920709,0.620028125488507
sample179,0.284575027990483,0.279229875653065,0.0809952520621075,0.0537354521447095,0.00784895538274476,0,0.034409536534675,0,0.00564578787039946,0,0.0420454247434182,0.00952267195475018,0.121329010634907,0.00367283964508367,0,0.0375119216135173,0,0.0164790472772105,0.0224993465231204,0,0.0004998499698087,0,0,0.767151412604987,0.64741456507995
sample180,0.0411717771053071,0,0.113187873371167,0.177795048100224,0.150805151845644,0.0328995311093604,0.115842088259564,0,0.0248249425080116,0,0,0.0715273703511501,0.0670645494315045,0,0.00768422584232872,0.149620123415989,0.00831279910470859,0,0.00530245565197493,0,0.0339620639030664,0,0,0.496474782896638,0.867716669109647
sample181,0.0180600082771924,0,0.00612619406883891,0.451925531716054,0,0,0.0628186932933029,0.0324679713380926,0.036939368789014,0,0.113390663504823,0.0592644234606277,0.092689546938719,0,0.00420478791965968,0.0626398502635014,0.0101210069074115,0,0.0437399620876562,0,0,0.00561199143510697,0,0.67481966395771,0.740255203998458
sample182,0.193690338079188,0.118635798413719,0.0155406460913667,0.187315357092685,0.228371496570803,0,0.0310058849454591,0,0.00871619108422435,0,0,0,0.0714603118958483,0,0,0.0317923993919018,0.0826393847760701,0.0254381909142771,0.00539400074445647,0,0,0,0,0.658895155525574,0.762363135952161
sample183,0.00762372013101052,0.146581104935336,0.0281813643302384,0.250270510070208,0.175825375302863,0,0.0452380280287104,0,0.00866637673092143,0,0,0.0079460765163882,0.175124973003298,0,0,0.130852366648633,0,0.000746790922814385,0.0214328275767927,0,0.001510485802786,0,0,0.557339632373608,0.833792244109657
sample184,0,0.166220784230487,0.047627286476895,0.0374074239984267,0.246223288240108,0.0323939694180457,0.021706678904061,0,0.0134890235106636,0,0.0323477510264278,0,0.270818854537035,0,0,0.110302898078558,0,0.00246823817188897,0.014789370575344,0,0.0042044328320584,0,0,0.545449746174056,0.842075357335714
sample185,0.0320966007782568,0.164394955605571,0.152135754809046,0.0750078632362459,0.0119435518907448,0.0495523857665784,0.181174633571637,0,0,0,0.0367624782799988,0.00601939617343907,0.0578257495467772,0,0,0.171458710834174,0,0.00813838420420813,0.0251692333384664,0,0.0230239994474742,0.00529630251738251,0,0.633810462972509,0.798065521484765
sample186,0,0.0155127716978933,0.00659239780664945,0.294211781428783,0.0452670758650218,0.529049269839852,0,0,0,0,0,0.0535588757466296,0.0252515971589896,0.00184640109811427,0,0,0.00908296184076621,0.00193884912451444,0.0176880183927861,0,0,0,0,0.79572535188708,0.60833714439178
sample187,0,0.0582329900290429,0.0244553621869805,0.267731213469998,0.428881134627243,0,0.055948134792942,0,0.0223101994546138,0,0,0.0246362410680399,0.0533924779410462,0,0,0.0366313991491023,0,0,0.0277808472809911,0,0,0,0,0.771456387378081,0.651409231601229
sample188,0.0172574213229423,0.0619225336004509,0,0.140519993593797,0,0.0156549177613935,0,0,0,0,0.00468696751829451,0.0205193280509438,0.476834976413606,0,0,0.137092468431054,0.0388734917062187,0.049937661521833,0.0367002400794661,0,0,0,0,0.693152547064979,0.743635690475243
sample189,0,0.0598844649155807,0.0295801626611765,0.3132012867757,0,0.207067815515407,0.0128054978032874,0,0,0.0544077488619429,0,0.121539360984551,0.0746884888334706,0,0,0.0813877947363587,0.023843906810977,0,0.021593472101548,0,0,0,0,0.71643657598061,0.708358461802019
sample190,0.18501955669516,0.0982038778401951,0.0255476603727877,0.10776266063099,0,0.35672957212726,0,0,0,0.0316375298943024,0,0.0357960115051303,0.0857015698832013,0.00869257036811363,0,0.022720578233851,0,0.0235944897731546,0.0185939226758545,0,0,0,0,0.675529385403794,0.74696337106562
sample191,0,0.0241296077524773,0.000894684813625385,0.20164078847019,0.00875615157334051,0.424791281480916,0,0,0,0.059812299373582,0,0.062157473520548,0.165467043847475,0.00594969867836789,0,0.0141487762824348,0,0,0.0322521942070427,0,0,0,0,0.601224705238917,0.798093745374241
sample192,0.221948189431841,0.434216429441152,0.0467709436681855,0.161826206001758,0,0.0310445486984642,0,0,0.0248978948975435,0,0.00297947662984435,0.0595789713561476,0.00778860864039486,0.00190700685875074,0,0.0032261380927861,0,0.00263449729085948,0.00118108899227297,0,0,0,0,0.828012277147185,0.564917139911657
sample193,0.0256681068297657,0.0937332193969534,0.00987792782455335,0.497680443708019,0,0.187760194195969,0,0,0.00522868183592765,0,0,0.0839987072384348,0.0558750462980693,0.00742471177812809,0,0.000892943697636145,0,0,0.0318600171965434,0,0,0,0,0.77380703006527,0.642488903796885
sample194,0,0.0712947367372294,0.0151626028729881,0.12419484187347,0.368833865292994,0.235529299014141,0,0,0.0176268063012693,0,0,0.0606084252825005,0.0712060290908055,0.00861983208434915,0,0.00636772752879433,0,0.00409200252893752,0.0164638313925216,0,0,0,0,0.706457457473775,0.709395713073502
sample195,0.0348489773021169,0.127965754080452,0.0557293775198103,0.277760359032546,0.247837181127303,0,0.0929142973350679,0,0,0,0.00492394841770658,0,0.0742097789680089,0,0,0.0599658817747389,0,0.00586895176994566,0.0179754926723042,0,0,0,0,0.70356088258317,0.730257320707307
sample196,0,0.0282590503294013,0.00631881128253235,0.179730207021106,0,0.459099948940179,0,0,0,0.0895467831550617,0,0.0839671011258683,0.0282402624261223,0,0.00161493551110881,0.041056908911131,0.0216402092911323,0,0.0583817607883217,0,0,0.00214402121803462,0,0.709727668048712,0.707615121026434
sample197,0,0.0634843079131243,0.0548143593348582,0.390744132006789,0.0192074281017375,0.0306422136850473,0.0751433871599664,0,0.0138182140780301,0,0.0424356491049579,0.0708322009089579,0.0861627800748676,0,0,0.103075456694901,0,0,0.0496398709367631,0,0,0,0,0.698016610076339,0.734053952112617
sample198,0.1740619972262,0.080565387988646,0.00405494333431742,0.0537412208141923,0.18116844733403,0.0540794103647745,0.0271314075637357,0,0.0552961256034489,0,0,0,0.32114445396832,0,0,0.0360738144461197,0,0.00218295660665316,0,0,0.00961382769565641,0.000886007053905074,0,0.705269558084285,0.734361456143467
