	b cell	cd4-positive, alpha-beta t cell	cd8-positive, alpha-beta t cell	conventional dendritic cell	monocyte	natural killer cell	plasmacytoid dendritic cell	platelet
0	0.2002573114547481	0.5917891121494032	0.041135924388485026	0.008383497655907875	0.15837311282799266	5.083109939956086e-05	1.2117001274405426e-06	8.99872393615758e-06
1	0.39085831919429903	0.28166100731760957	0.03572837077960196	0.016297742802059614	0.2139159938950113	0.05604373936953568	0.005488876793433064	5.949848449806396e-06
2	0.07504111075384581	0.8215064780296552	0.10096629474060859	9.33536951601777e-06	0.0006363390985233704	3.29622519837806e-05	1.8055349036773278e-06	0.0018056742209636074
3	0.029252675819309796	0.13384420390644924	1.5146152549372015e-05	2.5099359291320448e-05	0.8362232898682478	0.000634102056466211	1.3911293242178465e-06	4.091708362023387e-06
4	0.2547252784931825	0.29259096978223204	0.021906900118665317	0.14575215619051252	0.28109828225758404	0.003921699983704461	1.3756562483644346e-06	3.3375178707888024e-06
5	0.014022215350807561	0.7870707201551034	0.01390328538665349	1.2608912462860683e-05	0.07830381142456111	0.10668241481076746	2.9188421443380876e-06	2.0251174997907315e-06
6	0.1356684706286994	0.3115140730573501	0.011417511540598954	0.029770407311428822	0.3991610859682118	0.07931090147821732	0.03315512340550239	2.42660999115685e-06
7	7.363356790072145e-05	0.7289870308655408	0.010339097829900308	0.0002187046999539899	0.09736990026345085	0.14356626702970315	2.600780502740726e-06	0.019442764963047372
8	0.1369897009506805	0.2790470547820499	0.029326266330782592	0.2863517249948932	0.23386864773765373	0.03441010792595686	3.4537631555787972e-06	3.0435148276523634e-06
9	0.23011669647737604	0.26551156543395565	0.0109166581668294	0.10407718040943453	0.3449220206402397	0.04444785284850282	5.6784692992301325e-06	2.347554362650512e-06
10	0.1044133551282011	0.6113049227917078	0.0957540509071209	6.066557122097257e-05	0.13153069192264286	0.056925568160633065	9.435977470970122e-06	1.30954100233691e-06
11	0.3779338269327233	0.39550445645343635	0.022196968171724337	0.0036330382242456545	0.06658807783982873	0.05962585100494983	0.07451532724608455	2.4541270072476557e-06
12	0.07334952805924724	0.4089231821403545	0.014854396626529834	0.28675396184929536	0.21212030962877598	0.003994427010770187	1.7722650536950934e-06	2.422419973192176e-06
13	0.0001501310120936981	0.8298757412075222	0.08004646685762738	8.588162946328644e-06	0.00013257166292890207	0.08978084404539204	2.3540928527334335e-06	3.3029586367577826e-06
14	0.012634106582544132	0.2992552360307507	0.01846178932473629	5.664312659412141e-06	0.5662422299753059	0.07809195345131523	1.4857720851412428e-06	0.0253075345506031
15	0.030042492787677216	0.8700238355042842	0.09737215586327691	9.051294984940195e-06	0.0001171299067331881	0.002428800898258637	2.0108952672926045e-06	4.52284951764358e-06
16	0.012194245079823139	0.7340804671124732	0.03971849081488907	2.578956416708823e-05	0.15864624936907917	0.05529680488151984	2.3777616666861284e-06	3.5575416381852334e-05
17	0.08174408901746517	0.32518851577298774	0.025928144406485422	0.004367916339116685	0.36820754333082983	0.18393095165296172	2.638569973221459e-05	0.010606453780421205
18	0.00014863213704346292	0.6670317057682347	0.21270115640367518	1.1924260778420632e-05	0.12006733480466253	3.069602188273523e-05	4.176030590834592e-06	4.374573132148843e-06
19	0.02820704988447555	0.7835566466261823	0.18734634708963058	1.0483487296815857e-05	0.0004001544316450459	0.00047553220519606026	1.5452134680549654e-06	2.241062105539579e-06
20	0.050017939578731685	0.2947693113858354	0.04734518064575289	6.028748196168806e-06	0.3746449014471334	0.2332120033775878	2.0421954715904534e-06	2.5926212910838497e-06
21	0.025663051556437524	0.5525236234385718	0.04239404808365212	0.021681968357942755	0.3111741635215555	0.04655987022127127	1.7109548650841176e-06	1.5638657039640048e-06
22	0.008078831371431906	0.3909049967089437	0.013635697922536558	6.233337058455477e-06	0.11854931300329088	0.4624113656275381	1.1868125159348948e-06	0.006412375216684523
23	0.32596547205526827	0.36048475311734096	0.0337879979679494	2.1599099094478958e-05	0.27969771931017257	3.555470239016518e-05	1.7935629870138108e-06	5.11018479713504e-06
24	0.20672320102169453	0.736168287578008	0.013800948603931239	1.7722332919395516e-05	0.043243872302460275	4.150207812040319e-05	1.5773892959806324e-06	2.8886935701291337e-06
25	0.07194800566782265	0.4211827703633357	0.041485501430578615	3.106943195122866e-06	0.2837700740009946	0.06176133709310552	1.3923411568019458e-06	0.11984781215981105
26	0.07565167935139214	0.38095596042990093	0.014229729011805444	0.27381329622480516	0.22428060595012492	0.031063512416894	1.530907485645025e-06	3.685707591763204e-06
27	0.15910886859677378	0.4709880758979351	0.06944745820119724	0.010660536447609264	0.17801847568165147	0.11176774007109326	3.3515079066222746e-06	5.493595833219531e-06
28	0.0001486563362196425	0.8137111505221175	0.18271900025496748	1.0764061361582506e-05	0.00010858262163999993	0.003296128534439592	2.309147031445173e-06	3.408522222765136e-06
29	7.075342530847785e-05	0.1039625807122246	1.3983491066877112e-05	0.007004733989167137	0.8373960715539508	0.027553075531078962	2.3322514715617873e-06	0.023996469045731637
30	0.08353934909410789	0.12124666724661437	0.009148024433060812	0.18220654400178607	0.5835124907519705	0.020337907821839606	4.115430593766087e-06	4.901220026969825e-06
31	0.566910690702098	0.2169141874383001	3.0990708424792366e-05	4.393904849789567e-06	0.04451808973037282	0.1540469973325527	1.6407935492636456e-06	0.01757300938985261
32	0.17899032257552705	0.4806552736600869	0.014519438577663761	0.06384449561545383	0.19121064014582467	0.06161010531822938	0.009163389803976156	6.3343032382558604e-06
33	0.08609516098761123	0.7025603499164018	0.01396528836169344	0.03996593527445006	0.14928306741290226	0.008126014357040853	1.2798864465352818e-06	2.903803453799208e-06
34	4.8989106880704294e-05	0.5143419315089169	0.049625680493054596	5.614520615429534e-06	0.0009719966740193963	0.43499916808096567	2.390077932530953e-06	4.229537614782057e-06
35	0.013076438115720384	0.5599640524125554	0.076165080438962	9.08805173642763e-06	0.2965187425000492	0.041384538742671444	1.2671341931707792e-06	0.012880792604111888
36	0.08314541556626272	0.6103020235544037	0.029814791561414696	1.0137241813660922e-05	0.20237791990347895	0.07434373301076845	3.5191291773339455e-06	2.460032680486282e-06
37	0.08127455672039807	0.7867257704474431	0.03841997266399472	0.029569771221420946	0.06324311552868814	0.0007603912876771513	2.3642204527465594e-06	4.05790992513168e-06
38	0.6201750141086294	0.14049839363383965	3.7944248857427213e-05	0.03928735559564006	0.1937309019657161	0.0062660997072188805	1.8696874747441705e-06	2.4210526237837767e-06
39	0.9994119205064356	0.0005209399386577606	8.70979741008766e-06	2.9403986450936784e-06	3.880700006874571e-05	1.3620328149800107e-05	1.342179882198551e-06	1.7198507507069937e-06
40	4.5697383617012085e-05	0.844187863765049	0.15274025768616656	4.2465646627714506e-06	7.666833286018533e-05	0.0029361355775837177	1.261817750383866e-06	7.868872310410032e-06
41	0.03632048697397757	0.4847270553500416	0.01117975759853803	6.851516187535233e-06	0.3731624535231731	0.09459809270747815	1.7320274841915096e-06	3.570303119794931e-06
42	0.014771054624157438	0.04703500537545029	1.2168354694507227e-05	0.025978826045602817	0.9114993786314622	0.0006965501406079363	2.1720658224260244e-06	4.8447622022938015e-06
43	0.14501475521851803	0.5008817600170818	0.022236478578619493	0.005173317074324077	0.12742140589499207	0.176999865381817	0.02226904470725051	3.3731273970288285e-06
44	0.15178369390621008	0.8390397052312492	0.008553280680905988	1.2270478861656348e-05	0.00020655476912506687	0.0003969252157884531	1.9476198051071547e-06	5.622098054504794e-06
45	0.0799518776892788	0.7041517752234029	0.11674334072456254	9.325781934187497e-06	0.08260642979924973	0.005523089380032896	1.466068774497804e-06	0.011012695332764425
